type	name
antibiotic	Cephalothin
antibiotic	Fluoroquinolone
antibiotic	Streptogramines
antibiotic	Penicillin
antibiotic	Quatarnary Ammonium compounds
antibiotic	Aminoglycoside
antibiotic	Cafepime
antibiotic	Tigecycline
antibiotic	Norfloxacin
antibiotic	Ampicillin
antibiotic	Streptogra
antibiotic	Sulfisoxazole
antibiotic	Tobramycin
antibiotic	Cloxacillin
antibiotic	Ciprofloxacin
antibiotic	Bleomycin
antibiotic	Ceftriaxone
antibiotic	Azithromycin
antibiotic	Cephamycins
antibiotic	Florfenicol
antibiotic	Chlorhexidine
antibiotic	Rifamycin
antibiotic	lincosamide
antibiotic	Nitrofurantoin
antibiotic	Triclosan
antibiotic	Gentamicin
antibiotic	Streptomycin
antibiotic	Nalidixic Acid
antibiotic	Apramycin
antibiotic	Kasugamycin
antibiotic	Cephalothine
antibiotic	Quinolones
antibiotic	Vancomycin
antibiotic	Chloramphenicol
antibiotic	Colistin
antibiotic	Efflux
antibiotic	Erythromycin
antibiotic	Lincosamide
antibiotic	Ceftazidime
antibiotic	Ticarcillin
antibiotic	Macrolide
antibiotic	Streptogramin
antibiotic	Carbapenem
antibiotic	Acriflavine
antibiotic	Amikacin
antibiotic	Moxalactam
antibiotic	Other Classes
antibiotic	Cephalosporins
antibiotic	Cephalosporin
antibiotic	Ofloxacin
antibiotic	Amoxicillin
antibiotic	Kanamycin
antibiotic	HygromycinB
antibiotic	Beta-Lactam
antibiotic	Fosmidomycin
antibiotic	Multiple Antibiotics
antibiotic	Streptothricin
antibiotic	Phenicol
antibiotic	Class I Integron
antibiotic	Cotrimoxazole
antibiotic	Tetracycline
antibiotic	Bacitracin
antibiotic	Aminoglycosides
antibiotic	Sulfonamide
antibiotic	Macrolides
antibiotic	Spectinomycin
molecular_function	nucleobase-containing compound kinase activity
molecular_function	calcium:sodium antiporter activity
molecular_function	amino-acid racemase activity
molecular_function	branched-chain amino acid transmembrane transporter activity
molecular_function	calcium ion transmembrane transporter activity
molecular_function	L-serine ammonia-lyase activity
molecular_function	RNA strand annealing activity
molecular_function	[isocitrate dehydrogenase (NADP+)] kinase activity
molecular_function	molecular carrier activity
molecular_function	sulfur amino acid transport
molecular_function	rRNA (uridine) methyltransferase activity
molecular_function	positive regulation of macromolecule metabolic process
molecular_function	aminoacyl-tRNA metabolism involved in translational fidelity
molecular_function	CoA hydrolase activity
molecular_function	DNA-dependent DNA replication
molecular_function	purine ribonucleoside monophosphate metabolic process
molecular_function	response to oxygen radical
molecular_function	response to reactive oxygen species
molecular_function	adenyl-nucleotide exchange factor activity
molecular_function	ribosome
molecular_function	dTDP-4-amino-4,6-dideoxygalactose transaminase activity
molecular_function	acyl carrier activity
molecular_function	potassium ion transport
molecular_function	ATPase binding
molecular_function	ATP biosynthetic process
molecular_function	1-phosphofructokinase activity
molecular_function	sulfur amino acid transmembrane transporter activity
molecular_function	energy derivation by oxidation of organic compounds
molecular_function	alcohol dehydrogenase [NAD(P)+] activity
molecular_function	protein kinase activator activity
molecular_function	malate:proton symporter activity
molecular_function	ribonucleoside diphosphate metabolic process
molecular_function	kynurenine-oxoglutarate transaminase activity
molecular_function	peptide alpha-N-acetyltransferase activity
molecular_function	thiamine binding
molecular_function	organophosphate ester transport
molecular_function	ribose phosphate metabolic process
molecular_function	DNA strand exchange activity
molecular_function	protein deacylation
molecular_function	regulation of protein-containing complex disassembly
molecular_function	protein folding chaperone
molecular_function	NADH binding
molecular_function	ATP-dependent activity, acting on RNA
molecular_function	establishment of protein localization
molecular_function	protein kinase activity
molecular_function	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
molecular_function	basic amino acid transmembrane transporter activity
molecular_function	cellular nitrogen compound biosynthetic process
molecular_function	copper ion transport
molecular_function	(S)-2-hydroxy-acid oxidase activity
molecular_function	gluconolactonase activity
molecular_function	nucleotide-sugar biosynthetic process
molecular_function	fructose-bisphosphate aldolase activity
molecular_function	metalloexopeptidase activity
molecular_function	peptidoglycan glycosyltransferase activity
molecular_function	carbohydrate:proton symporter activity
molecular_function	ligase activity, forming carbon-sulfur bonds
molecular_function	methylthioadenosine nucleosidase activity
molecular_function	fumarate hydratase activity
molecular_function	arginine deiminase activity
molecular_function	amino acid transport
molecular_function	dicarboxylic acid metabolic process
molecular_function	pyruvate kinase activity
molecular_function	sodium:proton antiporter activity
molecular_function	regulation of transcription, DNA-templated
molecular_function	spermidine transmembrane transporter activity
molecular_function	4-hydroxythreonine-4-phosphate dehydrogenase activity
molecular_function	thiamine pyrophosphate binding
molecular_function	homoserine transport
molecular_function	cytidine deaminase activity
molecular_function	1-pyrroline-5-carboxylate dehydrogenase activity
molecular_function	vitamin transport
molecular_function	proton channel activity
molecular_function	cadmium ion transmembrane transport
molecular_function	isochorismate synthase activity
molecular_function	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
molecular_function	oligopeptide transmembrane transport
molecular_function	establishment of localization
molecular_function	lipase activity
molecular_function	sodium ion transmembrane transport
molecular_function	histidine ammonia-lyase activity
molecular_function	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
molecular_function	regulation of phosphorylation
molecular_function	protein folding
molecular_function	tRNA processing
molecular_function	ornithine decarboxylase activity
molecular_function	cellular amino acid biosynthetic process
molecular_function	dicarboxylic acid transmembrane transporter activity
molecular_function	nucleoside-triphosphatase activity
molecular_function	hexose-phosphate:inorganic phosphate antiporter activity
molecular_function	acyltransferase activity
molecular_function	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
molecular_function	5'-nucleotidase activity
molecular_function	flap endonuclease activity
molecular_function	acryloyl-CoA reductase (NADP+) activity
molecular_function	metallopeptidase activity
molecular_function	rRNA 2'-O-methylation
molecular_function	cellular nitrogen compound catabolic process
molecular_function	hydroxypyruvate isomerase activity
molecular_function	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
molecular_function	organic hydroxy compound transmembrane transporter activity
molecular_function	glycosyl compound metabolic process
molecular_function	rRNA (adenine) methyltransferase activity
molecular_function	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity
molecular_function	inositol phosphate phosphatase activity
molecular_function	P-type transmembrane transporter activity
molecular_function	carbohydrate catabolic process
molecular_function	phosphorelay response regulator activity
molecular_function	annealing activity
molecular_function	sulfurtransferase activity
molecular_function	kynurenine metabolic process
molecular_function	glycerol-3-phosphatase activity
molecular_function	acyl-CoA binding
molecular_function	tetrahydrofolylpolyglutamate synthase activity
molecular_function	cellular component biogenesis
molecular_function	mannonate dehydratase activity
molecular_function	tRNA (guanine-N7)-methylation
molecular_function	argininosuccinate lyase activity
molecular_function	homoserine dehydrogenase activity
molecular_function	sulfate:proton symporter activity
molecular_function	organic hydroxy compound biosynthetic process
molecular_function	nucleoside:proton symporter activity
molecular_function	signal transduction
molecular_function	L-lysine transport
molecular_function	thiosulfate sulfurtransferase activity
molecular_function	mismatched DNA binding
molecular_function	disaccharide transmembrane transporter activity
molecular_function	crotonobetaine-CoA ligase activity
molecular_function	serine-type carboxypeptidase activity
molecular_function	ADP binding
molecular_function	phosphopentomutase activity
molecular_function	iron ion transmembrane transporter activity
molecular_function	monosaccharide binding
molecular_function	aldehyde dehydrogenase (NAD+) activity
molecular_function	bacteriocin transport
molecular_function	glycosyltransferase activity
molecular_function	sulfur compound binding
molecular_function	carbohydrate binding
molecular_function	response to oxygen-containing compound
molecular_function	glutathione metabolic process
molecular_function	positive regulation of protein phosphorylation
molecular_function	N-acetylmuramoyl-L-alanine amidase activity
molecular_function	homoserine O-succinyltransferase activity
molecular_function	4-amino-4-deoxychorismate synthase activity
molecular_function	tetrahydrofolylpolyglutamate metabolic process
molecular_function	quinolinate metabolic process
molecular_function	tRNA (uracil-2'-O-)-methyltransferase activity
molecular_function	porin activity
molecular_function	purine phosphoribosyltransferase activity
molecular_function	zinc ion transport
molecular_function	antiporter activity
molecular_function	alcohol binding
molecular_function	protein binding
molecular_function	2-iminobutanoate/2-iminopropanoate deaminase
molecular_function	RNA helicase activity
molecular_function	siderophore transport
molecular_function	isocitrate lyase activity
molecular_function	folic acid-containing compound metabolic process
molecular_function	single-stranded DNA exodeoxyribonuclease activity
molecular_function	positive regulation of metabolic process
molecular_function	prephenate dehydrogenase (NAD+) activity
molecular_function	modulation of process of another organism
molecular_function	alcohol dehydrogenase (NADP+) activity
molecular_function	phosphoprotein phosphatase activity
molecular_function	3-phosphoshikimate 1-carboxyvinyltransferase activity
molecular_function	protein kinase regulator activity
molecular_function	D-serine ammonia-lyase activity
molecular_function	galactitol-1-phosphate 5-dehydrogenase activity
molecular_function	glutathione transmembrane transport
molecular_function	organic substance biosynthetic process
molecular_function	RNA biosynthetic process
molecular_function	regulation of primary metabolic process
molecular_function	prosthetic group binding
molecular_function	polyamine transmembrane transporter activity
molecular_function	tripeptide transport
molecular_function	lipoyl(octanoyl) transferase activity
molecular_function	negative regulation of cellular metabolic process
molecular_function	negative regulation of cellular process
molecular_function	pyrimidine ribonucleotide metabolic process
molecular_function	acetate transport
molecular_function	cystathionine gamma-lyase activity
molecular_function	carbohydrate derivative binding
molecular_function	inorganic molecular entity transmembrane transporter activity
molecular_function	intramolecular oxidoreductase activity, interconverting aldoses and ketoses
molecular_function	[acyl-carrier-protein] S-malonyltransferase activity
molecular_function	fructose-6-phosphate binding
molecular_function	carboxylic acid metabolic process
molecular_function	RNA phosphodiester bond hydrolysis
molecular_function	deoxynucleoside kinase activity
molecular_function	oxidoreductase activity, acting on diphenols and related substances as donors
molecular_function	regulation of RNA biosynthetic process
molecular_function	serine O-acetyltransferase activity
molecular_function	DNA demethylation
molecular_function	transcription antitermination factor activity, RNA binding
molecular_function	rRNA metabolic process
molecular_function	carbohydrate:cation symporter activity
molecular_function	protein N-acetylglucosaminyltransferase activity
molecular_function	DNA modification
molecular_function	acetyl-CoA C-acyltransferase activity
molecular_function	helicase activity
molecular_function	glutathione disulfide oxidoreductase activity
molecular_function	sulfite reductase activity
molecular_function	ribosome biogenesis
molecular_function	neutral amino acid:sodium symporter activity
molecular_function	generation of precursor metabolites and energy
molecular_function	L-idonate transmembrane transporter activity
molecular_function	mRNA 3'-UTR binding
molecular_function	aconitate hydratase activity
molecular_function	tryptophan-tRNA ligase activity
molecular_function	inosine kinase activity
molecular_function	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor
molecular_function	organophosphate biosynthetic process
molecular_function	cellular respiration
molecular_function	pyrimidine ribonucleoside metabolic process
molecular_function	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
molecular_function	phenylalanine transport
molecular_function	regulation of translational fidelity
molecular_function	hexosyltransferase activity
molecular_function	potassium ion transmembrane transporter activity
molecular_function	valine-tRNA ligase activity
molecular_function	phosphate ion transmembrane transport
molecular_function	identical protein binding
molecular_function	sulfur amino acid metabolic process
molecular_function	ureidoglycolate lyase activity
molecular_function	glycolytic process through fructose-6-phosphate
molecular_function	uroporphyrinogen decarboxylase activity
molecular_function	phosphate-containing compound metabolic process
molecular_function	adenyl ribonucleotide binding
molecular_function	quinolinate synthetase A activity
molecular_function	peptide transmembrane transporter activity
molecular_function	tetraacyldisaccharide 4'-kinase activity
molecular_function	S-formylglutathione hydrolase activity
molecular_function	copper ion transmembrane transporter activity
molecular_function	modified amino acid transport
molecular_function	dipeptide transmembrane transport
molecular_function	glutamate dehydrogenase (NADP+) activity
molecular_function	lipid transport
molecular_function	sequence-specific DNA binding
molecular_function	oxidoreductase activity, acting on a sulfur group of donors
molecular_function	organonitrogen compound biosynthetic process
molecular_function	UMP kinase activity
molecular_function	DNA-3-methyladenine glycosylase activity
molecular_function	C4-dicarboxylate transmembrane transporter activity
molecular_function	regulation of RNA metabolic process
molecular_function	tRNA-specific adenosine deaminase activity
molecular_function	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
molecular_function	fatty acid derivative binding
molecular_function	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
molecular_function	carbohydrate derivative transmembrane transporter activity
molecular_function	amino-acid betaine transmembrane transporter activity
molecular_function	dihydrofolate metabolic process
molecular_function	monocarboxylic acid binding
molecular_function	ribonucleotide biosynthetic process
molecular_function	methylmalonate-semialdehyde dehydrogenase (acylating) activity
molecular_function	sterol O-acyltransferase activity
molecular_function	DNA topoisomerase activity
molecular_function	glutamate dehydrogenase [NAD(P)+] activity
molecular_function	protein methyltransferase activity
molecular_function	exodeoxyribonuclease VII activity
molecular_function	phosphogluconate dehydrogenase (decarboxylating) activity
molecular_function	adenosylcobinamide-GDP ribazoletransferase activity
molecular_function	glyoxylate reductase (NADP+) activity
molecular_function	N-acetylglucosamine-6-phosphate deacetylase activity
molecular_function	dephospho-CoA kinase activity
molecular_function	membrane insertase activity
molecular_function	1-deoxy-D-xylulose-5-phosphate synthase activity
molecular_function	rRNA (adenine-N6,N6-)-dimethyltransferase activity
molecular_function	organic acid binding
molecular_function	active ion transmembrane transporter activity
molecular_function	nucleobase-containing small molecule catabolic process
molecular_function	CMP biosynthetic process
molecular_function	ribonucleoside triphosphate biosynthetic process
molecular_function	phosphorelay signal transduction system
molecular_function	protein-transporting ATPase activity
molecular_function	acetylornithine deacetylase activity
molecular_function	3-deoxy-manno-octulosonate cytidylyltransferase activity
molecular_function	transmembrane signaling receptor activity
molecular_function	carbon-oxygen lyase activity, acting on phosphates
molecular_function	nucleic acid metabolic process
molecular_function	NAD+ kinase activity
molecular_function	sarcosine oxidase activity
molecular_function	adenosylmethionine-8-amino-7-oxononanoate transaminase activity
molecular_function	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
molecular_function	molecular function regulator
molecular_function	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity
molecular_function	deaminated base DNA N-glycosylase activity
molecular_function	cyclohydrolase activity
molecular_function	transport
molecular_function	tetrapyrrole binding
molecular_function	alkylated DNA binding
molecular_function	organic anion transport
molecular_function	tryptophan synthase activity
molecular_function	L-valine transmembrane transport
molecular_function	aromatic compound biosynthetic process
molecular_function	cholesterol O-acyltransferase activity
molecular_function	ADP metabolic process
molecular_function	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
molecular_function	thymidine phosphorylase activity
molecular_function	sulfate transmembrane transport
molecular_function	carbon-sulfur lyase activity
molecular_function	organic substance transport
molecular_function	aromatic amino acid family biosynthetic process
molecular_function	ornithine metabolic process
molecular_function	biotin-protein ligase activity
molecular_function	shikimate 3-dehydrogenase (NADP+) activity
molecular_function	metallodipeptidase activity
molecular_function	metal ion transport
molecular_function	uronic acid transmembrane transporter activity
molecular_function	L-phenylalanine transmembrane transporter activity
molecular_function	riboflavin kinase activity
molecular_function	pyrimidine nucleoside monophosphate biosynthetic process
molecular_function	hydrolase activity, acting on ether bonds
molecular_function	diphosphoric monoester hydrolase activity
molecular_function	purine nucleobase transport
molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
molecular_function	pyrimidine nucleotide metabolic process
molecular_function	aminopeptidase activity
molecular_function	glycine dehydrogenase (decarboxylating) activity
molecular_function	fatty acid synthase activity
molecular_function	transcription coregulator activity
molecular_function	voltage-gated ion channel activity
molecular_function	anion transmembrane transport
molecular_function	shikimate kinase activity
molecular_function	primary active transmembrane transporter activity
molecular_function	D-tyrosyl-tRNA(Tyr) deacylase activity
molecular_function	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
molecular_function	passive transmembrane transporter activity
molecular_function	glutathione biosynthetic process
molecular_function	oxidoreductase activity, acting on other nitrogenous compounds as donors
molecular_function	cadmium ion transmembrane transporter activity
molecular_function	vitamin B6 binding
molecular_function	iron ion binding
molecular_function	regulation of biosynthetic process
molecular_function	nucleoside transport
molecular_function	glucose-1-phosphate thymidylyltransferase activity
molecular_function	positive regulation of phosphate metabolic process
molecular_function	nucleoside kinase activity
molecular_function	organic anion transmembrane transporter activity
molecular_function	purine nucleobase transmembrane transporter activity
molecular_function	transaldolase activity
molecular_function	bis(5'-nucleosyl)-tetraphosphatase activity
molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
molecular_function	negative regulation of nucleobase-containing compound metabolic process
molecular_function	sodium ion transport
molecular_function	ubiquitin-protein transferase activity
molecular_function	lactose transport
molecular_function	catalytic activity, acting on a protein
molecular_function	regulation of protein metabolic process
molecular_function	chorismate mutase activity
molecular_function	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
molecular_function	nucleoside transmembrane transport
molecular_function	L-amino-acid oxidase activity
molecular_function	four-way junction helicase activity
molecular_function	monosaccharide transmembrane transporter activity
molecular_function	magnesium ion binding
molecular_function	IMP cyclohydrolase activity
molecular_function	cyclo-ligase activity
molecular_function	ribonucleoside-triphosphate reductase activity
molecular_function	proline-tRNA ligase activity
molecular_function	cellular macromolecule localization
molecular_function	calcium ion transmembrane transport
molecular_function	[glutamate-ammonia-ligase] adenylyltransferase activity
molecular_function	oligosaccharide binding
molecular_function	cellular protein modification process
molecular_function	maleylacetoacetate isomerase activity
molecular_function	disaccharide binding
molecular_function	nucleoside metabolic process
molecular_function	fimbrial usher porin activity
molecular_function	CDP-alcohol phosphatidyltransferase activity
molecular_function	pyrimidine nucleoside catabolic process
molecular_function	D-amino-acid dehydrogenase activity
molecular_function	acylphosphatase activity
molecular_function	nitrite reductase (cytochrome, ammonia-forming) activity
molecular_function	tRNA 3'-trailer cleavage
molecular_function	acetylpyruvate hydrolase activity
molecular_function	DNA N-glycosylase activity
molecular_function	rRNA (guanine-N7)-methylation
molecular_function	signaling receptor activity
molecular_function	oxidative RNA demethylase activity
molecular_function	peptidyl-arginine modification
molecular_function	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor
molecular_function	transferase activity, transferring nitrogenous groups
molecular_function	tRNA (uracil) methyltransferase activity
molecular_function	5'-3' DNA helicase activity
molecular_function	enzyme regulator activity
molecular_function	voltage-gated channel activity
molecular_function	alpha-amino acid metabolic process
molecular_function	potassium ion binding
molecular_function	ribose phosphate biosynthetic process
molecular_function	carbohydrate transmembrane transport
molecular_function	carboxypeptidase activity
molecular_function	1,4-alpha-oligoglucan phosphorylase activity
molecular_function	amino acid transmembrane transporter activity
molecular_function	positive regulation of nucleic acid-templated transcription
molecular_function	cellular response to oxygen-containing compound
molecular_function	single-stranded DNA 3'-5' exodeoxyribonuclease activity
molecular_function	organic cyclic compound binding
molecular_function	nucleobase transport
molecular_function	dioxygenase activity
molecular_function	succinate transport
molecular_function	DNA translocase activity
molecular_function	3-deoxy-8-phosphooctulonate synthase activity
molecular_function	hydro-lyase activity
molecular_function	aldehyde-lyase activity
molecular_function	disaccharide transport
molecular_function	o-succinylbenzoate-CoA ligase activity
molecular_function	cellular response to chemical stimulus
molecular_function	enterobactin transport
molecular_function	carbohydrate derivative catabolic process
molecular_function	rRNA binding
molecular_function	exoribonuclease activity, producing 5'-phosphomonoesters
molecular_function	protein deglutarylation
molecular_function	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
molecular_function	protein deglycase activity
molecular_function	glutamate racemase activity
molecular_function	N-acetylglucosamine kinase activity
molecular_function	pantothenate kinase activity
molecular_function	cellular modified amino acid biosynthetic process
molecular_function	protein homodimerization activity
molecular_function	hexokinase activity
molecular_function	xylose isomerase activity
molecular_function	negative regulation of biosynthetic process
molecular_function	glucosylceramidase activity
molecular_function	lipoyltransferase activity
molecular_function	amide transmembrane transporter activity
molecular_function	histidinol dehydrogenase activity
molecular_function	peptidoglycan transmembrane transporter activity
molecular_function	gene expression
molecular_function	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
molecular_function	NADHX epimerase activity
molecular_function	acetylglucosaminyltransferase activity
molecular_function	oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor
molecular_function	phosphoglycerate kinase activity
molecular_function	valine-pyruvate transaminase activity
molecular_function	regulation of molecular function
molecular_function	amino acid:cation symporter activity
molecular_function	bacteriocin transmembrane transporter activity
molecular_function	histidine phosphotransfer kinase activity
molecular_function	protein localization
molecular_function	acetate transmembrane transport
molecular_function	S-methyltransferase activity
molecular_function	oligosaccharide transport
molecular_function	nitrogen compound transport
molecular_function	nucleoside triphosphate metabolic process
molecular_function	rRNA (adenine-N6-)-methyltransferase activity
molecular_function	secondary active sulfate transmembrane transporter activity
molecular_function	xenobiotic transport
molecular_function	heterocycle metabolic process
molecular_function	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
molecular_function	lactoylglutathione lyase activity
molecular_function	translation elongation factor activity
molecular_function	peptidoglycan muralytic activity
molecular_function	calcium channel activity
molecular_function	RNA pyrophosphohydrolase activity
molecular_function	choline transport
molecular_function	RNA (guanine-N7)-methylation
molecular_function	RNA ligase activity
molecular_function	maltose transport
molecular_function	amine biosynthetic process
molecular_function	aldonate transmembrane transporter activity
molecular_function	dihydropteroate synthase activity
molecular_function	sulfur compound biosynthetic process
molecular_function	glycine hydroxymethyltransferase activity
molecular_function	coproporphyrinogen dehydrogenase activity
molecular_function	posttranscriptional regulation of gene expression
molecular_function	regulation of protein kinase activity
molecular_function	glutathione-disulfide reductase (NADPH) activity
molecular_function	hexuronide transport
molecular_function	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
molecular_function	oxidoreductase activity, acting on a heme group of donors
molecular_function	D,D-heptose 1,7-bisphosphate phosphatase activity
molecular_function	quaternary ammonium group transmembrane transporter activity
molecular_function	positive regulation of nitrogen compound metabolic process
molecular_function	phosphopantetheine-dependent carrier activity
molecular_function	farnesyltranstransferase activity
molecular_function	phosphoglucosamine mutase activity
molecular_function	fatty acid transmembrane transporter activity
molecular_function	oxidoreduction-driven active transmembrane transporter activity
molecular_function	GTP cyclohydrolase II activity
molecular_function	NAD+ synthase activity
molecular_function	DNA-binding transcription repressor activity
molecular_function	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
molecular_function	aminoacyl-tRNA ligase activity
molecular_function	tRNA (cytosine) methyltransferase activity
molecular_function	glucose-6-phosphate 1-epimerase activity
molecular_function	2-oxoglutarate-dependent dioxygenase activity
molecular_function	protein phosphorylation
molecular_function	active transmembrane transporter activity
molecular_function	D-ribulose-phosphate 3-epimerase activity
molecular_function	glutathionylspermidine synthase activity
molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
molecular_function	aldo-keto reductase (NADP) activity
molecular_function	ether hydrolase activity
molecular_function	thioredoxin peroxidase activity
molecular_function	nitrate transmembrane transporter activity
molecular_function	negative regulation of RNA biosynthetic process
molecular_function	lactate transport
molecular_function	calcium ion binding
molecular_function	lactate transmembrane transport
molecular_function	deaminase activity
molecular_function	lactose:proton symporter activity
molecular_function	CMP metabolic process
molecular_function	acidic amino acid transport
molecular_function	guanylate kinase activity
molecular_function	L-glutamine aminotransferase activity
molecular_function	restriction endodeoxyribonuclease activity
molecular_function	pyrimidine nucleotide biosynthetic process
molecular_function	phosphofructokinase activity
molecular_function	butane-1,4-diamine:2-oxoglutarate aminotransferase activity
molecular_function	3'(2'),5'-bisphosphate nucleotidase activity
molecular_function	positive regulation of macromolecule biosynthetic process
molecular_function	L-methionine-(S)-S-oxide reductase activity
molecular_function	electron transport chain
molecular_function	UMP biosynthetic process
molecular_function	4-aminobutyrate transaminase activity
molecular_function	L-idonate transmembrane transport
molecular_function	phosphopyruvate hydratase activity
molecular_function	C-acyltransferase activity
molecular_function	aminoacyl-tRNA hydrolase activity
molecular_function	UDP-glycosyltransferase activity
molecular_function	inorganic diphosphatase activity
molecular_function	cellular oxidant detoxification
molecular_function	3-oxoacyl-[acyl-carrier-protein] synthase activity
molecular_function	phosphotransferase activity, phosphate group as acceptor
molecular_function	choline transmembrane transporter activity
molecular_function	IMP dehydrogenase activity
molecular_function	hydroxymethylpyrimidine kinase activity
molecular_function	DNA-(apurinic or apyrimidinic site) endonuclease activity
molecular_function	rRNA (cytosine-C5-)-methyltransferase activity
molecular_function	proton motive force dependent protein transmembrane transporter activity
molecular_function	tRNA 3'-end processing
molecular_function	N-acylmannosamine kinase activity
molecular_function	nucleobase-containing small molecule metabolic process
molecular_function	carnitine-CoA ligase activity
molecular_function	lyase activity
molecular_function	allantoinase activity
molecular_function	deoxyribonuclease V activity
molecular_function	RNA metabolic process
molecular_function	racemase and epimerase activity, acting on amino acids and derivatives
molecular_function	nickel cation transmembrane transport
molecular_function	sulfuric ester hydrolase activity
molecular_function	oxidoreductase activity, acting on the CH-CH group of donors
molecular_function	glycolipid transfer activity
molecular_function	DNA demethylase activity
molecular_function	enoyl-[acyl-carrier-protein] reductase (NADH) activity
molecular_function	glycerol-3-phosphate dehydrogenase (quinone) activity
molecular_function	ATP hydrolysis activity
molecular_function	galactarate dehydratase activity
molecular_function	RNA polymerase activity
molecular_function	S-adenosylmethionine-dependent methyltransferase activity
molecular_function	inositol monophosphate 1-phosphatase activity
molecular_function	ncRNA 3'-end processing
molecular_function	biological regulation
molecular_function	GMP metabolic process
molecular_function	ncRNA metabolic process
molecular_function	L-lysine efflux transmembrane transporter activity
molecular_function	nucleoside diphosphate phosphorylation
molecular_function	purine nucleotide biosynthetic process
molecular_function	dihydroneopterin aldolase activity
molecular_function	activation of protein kinase activity
molecular_function	manganese ion transport
molecular_function	carboxylic acid transmembrane transporter activity
molecular_function	positive regulation of transferase activity
molecular_function	NADP binding
molecular_function	DNA recombination
molecular_function	oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor
molecular_function	transferase activity, transferring one-carbon groups
molecular_function	tRNA (adenine) methyltransferase activity
molecular_function	RNA modification
molecular_function	nucleoside phosphate binding
molecular_function	regulation of protein modification process
molecular_function	tagatose-bisphosphate aldolase activity
molecular_function	aromatic compound catabolic process
molecular_function	superoxide metabolic process
molecular_function	DNA replication, synthesis of RNA primer
molecular_function	carnitine transmembrane transport
molecular_function	arabinose isomerase activity
molecular_function	FAD binding
molecular_function	colicin transmembrane transporter activity
molecular_function	positive regulation of RNA biosynthetic process
molecular_function	regulation of macromolecule metabolic process
molecular_function	carbohydrate kinase activity
molecular_function	L-amino acid transmembrane transporter activity
molecular_function	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
molecular_function	nitrite reductase activity
molecular_function	long-chain fatty acid transporting porin activity
molecular_function	protein histidine kinase activity
molecular_function	purine ribonucleoside monophosphate biosynthetic process
molecular_function	monocarboxylic acid transport
molecular_function	RNA processing
molecular_function	uronic acid transmembrane transport
molecular_function	ribonucleotide binding
molecular_function	acetate:cation symporter activity
molecular_function	diguanylate cyclase activity
molecular_function	ion transmembrane transporter activity
molecular_function	ferric iron binding
molecular_function	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
molecular_function	cellular ketone metabolic process
molecular_function	intramolecular oxidoreductase activity
molecular_function	regulation of cellular biosynthetic process
molecular_function	modified amino acid transmembrane transporter activity
molecular_function	adenylate cyclase activity
molecular_function	oxidoreductase activity, acting on NAD(P)H
molecular_function	lipid transporter activity
molecular_function	ATPase regulator activity
molecular_function	malate transport
molecular_function	leucyltransferase activity
molecular_function	aspartic acid methylthiotransferase activity
molecular_function	L-allo-threonine aldolase activity
molecular_function	adenylosuccinate synthase activity
molecular_function	L-amino acid efflux transmembrane transporter activity
molecular_function	dephosphorylation
molecular_function	oxidative demethylation
molecular_function	pyrimidine-nucleoside phosphorylase activity
molecular_function	thymidylate kinase activity
molecular_function	ribosomal protein S5-alanine N-acetyltransferase activity
molecular_function	serine hydrolase activity
molecular_function	phospholipid binding
molecular_function	succinate transmembrane transport
