"old_names","new_names"
"purine-containing compound catabolic process","purine-containing compound catabolic process"
"nucleobase catabolic process","nucleobase catabolic process"
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
"allantoinase activity","allantoinase activity"
"intrinsic component of cell outer membrane","intrinsic component of cell outer membrane"
"tyrosine-tRNA ligase activity","tyrosine-tRNA ligase activity"
"spermidine transmembrane transporter activity","spermidine transmembrane transporter activity"
"spermidine transport","spermidine transport"
"polyamine transport","polyamine transport"
"polyamine transmembrane transporter activity","polyamine transmembrane transporter activity"
"organic cation transmembrane transporter activity","organic cation transmembrane transporter activity"
"polyamine transmembrane transport","polyamine transmembrane transport"
"spermidine transmembrane transport","spermidine transmembrane transport"
"quaternary ammonium group transport","quaternary ammonium group transport"
"glycine betaine transport","glycine betaine transport"
"amino-acid betaine transport","amino-acid betaine transport"
"modified amino acid transport","modified amino acid transport"
"choline transport","choline transport"
"antiporter activity","antiporter activity"
"choline transmembrane transporter activity","choline transmembrane transporter activity"
"quaternary ammonium group transmembrane transporter activity","quaternary ammonium group transmembrane transporter activity"
"amino-acid betaine transmembrane transporter activity","amino-acid betaine transmembrane transporter activity"
"modified amino acid transmembrane transporter activity","modified amino acid transmembrane transporter activity"
"oxidoreductase activity, acting on CH-OH group of donors","oxidoreductase activity, acting on CH-OH group of donors"
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"alcohol dehydrogenase [NAD(P)+] activity","alcohol dehydrogenase [NAD(P)+] activity"
"alcohol dehydrogenase (NAD+) activity","alcohol dehydrogenase (NAD+) activity"
"aldehyde catabolic process","aldehyde catabolic process"
"cellular aldehyde metabolic process","cellular aldehyde metabolic process"
"acetaldehyde catabolic process","acetaldehyde catabolic process"
"acetaldehyde metabolic process","acetaldehyde metabolic process"
"deoxyribonucleoside metabolic process","deoxyribonucleoside metabolic process"
"pyrimidine deoxyribonucleoside metabolic process","pyrimidine deoxyribonucleoside metabolic process"
"thymidine metabolic process","thymidine metabolic process"
"pyrimidine nucleoside metabolic process","pyrimidine nucleoside metabolic process"
"pyrimidine-containing compound metabolic process","pyrimidine-containing compound metabolic process"
"deoxyribonucleoside monophosphate biosynthetic process","deoxyribonucleoside monophosphate biosynthetic process"
"nucleobase-containing compound kinase activity","nucleobase-containing compound kinase activity"
"nucleoside kinase activity","nucleoside kinase activity"
"deoxyribonucleoside monophosphate metabolic process","deoxyribonucleoside monophosphate metabolic process"
"thymidine kinase activity","thymidine kinase activity"
"deoxynucleoside kinase activity","deoxynucleoside kinase activity"
"ATP hydrolysis activity","ATP hydrolysis activity"
"nucleoside-triphosphatase activity","nucleoside-triphosphatase activity"
"endopeptidase activity","endopeptidase activity"
"hydrolase activity, acting on acid carbon-carbon bonds","hydrolase activity, acting on acid carbon-carbon bonds"
"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances","hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
"acetylpyruvate hydrolase activity","acetylpyruvate hydrolase activity"
"phosphoenolpyruvate-dependent sugar phosphotransferase system","phosphoenolpyruvate-dependent sugar phosphotransferase system"
"nucleic acid phosphodiester bond hydrolysis","nucleic acid phosphodiester bond hydrolysis"
"3'-5' exonuclease activity","3'-5' exonuclease activity"
"exonuclease activity","exonuclease activity"
"nuclease activity","nuclease activity"
"DNA-dependent DNA replication maintenance of fidelity","DNA-dependent DNA replication maintenance of fidelity"
"DNA replication proofreading","DNA replication proofreading"
"ferric iron binding","ferric iron binding"
"iron ion binding","iron ion binding"
"ferrous iron binding","ferrous iron binding"
"oxidoreductase activity, acting on metal ions","oxidoreductase activity, acting on metal ions"
"oxidoreductase activity, acting on metal ions, oxygen as acceptor","oxidoreductase activity, acting on metal ions, oxygen as acceptor"
"ferroxidase activity","ferroxidase activity"
"intracellular sequestering of iron ion","intracellular sequestering of iron ion"
"maintenance of location","maintenance of location"
"maintenance of location in cell","maintenance of location in cell"
"sequestering of iron ion","sequestering of iron ion"
"sequestering of metal ion","sequestering of metal ion"
"sulfur compound transmembrane transporter activity","sulfur compound transmembrane transporter activity"
"L-cystine transmembrane transporter activity","L-cystine transmembrane transporter activity"
"sulfur amino acid transmembrane transporter activity","sulfur amino acid transmembrane transporter activity"
"L-cystine transport","L-cystine transport"
"aromatic amino acid family biosynthetic process, prephenate pathway","aromatic amino acid family biosynthetic process, prephenate pathway"
"tyrosine metabolic process","tyrosine metabolic process"
"tyrosine biosynthetic process","tyrosine biosynthetic process"
"alpha-amino acid biosynthetic process","alpha-amino acid biosynthetic process"
"NAD binding","NAD binding"
"NAD+ binding","NAD+ binding"
"oxidoreductase activity, acting on the CH-CH group of donors","oxidoreductase activity, acting on the CH-CH group of donors"
"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
"prephenate dehydrogenase (NAD+) activity","prephenate dehydrogenase (NAD+) activity"
"protein binding","protein binding"
"unfolded protein binding","unfolded protein binding"
"ATPase regulator activity","ATPase regulator activity"
"adenyl-nucleotide exchange factor activity","adenyl-nucleotide exchange factor activity"
"membrane organization","membrane organization"
"cellular macromolecule localization","cellular macromolecule localization"
"establishment of protein localization to membrane","establishment of protein localization to membrane"
"protein localization to membrane","protein localization to membrane"
"localization within membrane","localization within membrane"
"cellular protein localization","cellular protein localization"
"protein insertion into membrane","protein insertion into membrane"
"periplasmic side of cell outer membrane","periplasmic side of cell outer membrane"
"Bam protein complex","Bam protein complex"
"intrinsic component of periplasmic side of cell outer membrane","intrinsic component of periplasmic side of cell outer membrane"
"cell envelope organization","cell envelope organization"
"Gram-negative-bacterium-type cell outer membrane assembly","Gram-negative-bacterium-type cell outer membrane assembly"
"membrane assembly","membrane assembly"
"membrane biogenesis","membrane biogenesis"
"regulation of translational initiation","regulation of translational initiation"
"translational initiation","translational initiation"
"negative regulation of translational initiation","negative regulation of translational initiation"
"intramolecular transferase activity","intramolecular transferase activity"
"intramolecular transferase activity, phosphotransferases","intramolecular transferase activity, phosphotransferases"
"beta-phosphoglucomutase activity","beta-phosphoglucomutase activity"
"carbohydrate phosphatase activity","carbohydrate phosphatase activity"
"sugar-phosphatase activity","sugar-phosphatase activity"
"peptidoglycan muralytic activity","peptidoglycan muralytic activity"
"lytic transglycosylase activity","lytic transglycosylase activity"
"macromolecule catabolic process","macromolecule catabolic process"
"peptidoglycan catabolic process","peptidoglycan catabolic process"
"carbohydrate derivative catabolic process","carbohydrate derivative catabolic process"
"aminoglycan catabolic process","aminoglycan catabolic process"
"glycosaminoglycan catabolic process","glycosaminoglycan catabolic process"
"carbon dioxide binding","carbon dioxide binding"
"pyrimidine nucleoside transmembrane transporter activity","pyrimidine nucleoside transmembrane transporter activity"
"cytidine transmembrane transporter activity","cytidine transmembrane transporter activity"
"cytidine transport","cytidine transport"
"nucleoside transmembrane transport","nucleoside transmembrane transport"
"nucleoside transmembrane transporter activity","nucleoside transmembrane transporter activity"
"pyrimidine-containing compound transmembrane transport","pyrimidine-containing compound transmembrane transport"
"nucleoside transport","nucleoside transport"
"nucleobase-containing compound transmembrane transporter activity","nucleobase-containing compound transmembrane transporter activity"
"nucleobase-containing compound transport","nucleobase-containing compound transport"
"pyrimidine nucleoside transport","pyrimidine nucleoside transport"
"uridine transmembrane transporter activity","uridine transmembrane transporter activity"
"uridine transport","uridine transport"
"cell adhesion involved in single-species biofilm formation","cell adhesion involved in single-species biofilm formation"
"cell adhesion involved in biofilm formation","cell adhesion involved in biofilm formation"
"cell adhesion","cell adhesion"
"biofilm formation","biofilm formation"
"biological adhesion","biological adhesion"
"aggregation of unicellular organisms","aggregation of unicellular organisms"
"single-species biofilm formation","single-species biofilm formation"
"cell aggregation","cell aggregation"
"single-species submerged biofilm formation","single-species submerged biofilm formation"
"biological process involved in intraspecies interaction between organisms","biological process involved in intraspecies interaction between organisms"
"submerged biofilm formation","submerged biofilm formation"
"cell-substrate adhesion","cell-substrate adhesion"
"6-carboxy-5,6,7,8-tetrahydropterin synthase activity","6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
"phosphofructokinase activity","phosphofructokinase activity"
"carbohydrate phosphorylation","carbohydrate phosphorylation"
"cellular carbohydrate metabolic process","cellular carbohydrate metabolic process"
"carbohydrate kinase activity","carbohydrate kinase activity"
"1-phosphofructokinase activity","1-phosphofructokinase activity"
"cytosolic large ribosomal subunit","cytosolic large ribosomal subunit"
"large ribosomal subunit","large ribosomal subunit"
"5S rRNA binding","5S rRNA binding"
"rRNA binding","rRNA binding"
"organelle assembly","organelle assembly"
"protein-containing complex assembly","protein-containing complex assembly"
"cytoskeleton organization","cytoskeleton organization"
"septin cytoskeleton organization","septin cytoskeleton organization"
"septin ring assembly","septin ring assembly"
"septin ring organization","septin ring organization"
"non-membrane-bounded organelle assembly","non-membrane-bounded organelle assembly"
"division septum assembly","division septum assembly"
"cell cycle process","cell cycle process"
"cytokinesis","cytokinesis"
"cell cycle","cell cycle"
"cytokinetic process","cytokinetic process"
"cell septum assembly","cell septum assembly"
"FtsZ-dependent cytokinesis","FtsZ-dependent cytokinesis"
"reproduction of a single-celled organism","reproduction of a single-celled organism"
"reproductive process","reproductive process"
"reproduction","reproduction"
"asexual reproduction","asexual reproduction"
"cell septum","cell septum"
"external side of plasma membrane","external side of plasma membrane"
"cell surface","cell surface"
"integral component of external side of plasma membrane","integral component of external side of plasma membrane"
"intrinsic component of external side of plasma membrane","intrinsic component of external side of plasma membrane"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors","oxidoreductase activity, acting on the aldehyde or oxo group of donors"
"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity","glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity"
"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"hexose metabolic process","hexose metabolic process"
"glucose metabolic process","glucose metabolic process"
"metalloendopeptidase activity","metalloendopeptidase activity"
"metallopeptidase activity","metallopeptidase activity"
"protein catabolic process","protein catabolic process"
"cellular protein catabolic process","cellular protein catabolic process"
"cellular macromolecule catabolic process","cellular macromolecule catabolic process"
"proteolysis involved in cellular protein catabolic process","proteolysis involved in cellular protein catabolic process"
"anaerobic respiration","anaerobic respiration"
"regulation of protein localization","regulation of protein localization"
"negative regulation of establishment of protein localization","negative regulation of establishment of protein localization"
"negative regulation of transport","negative regulation of transport"
"negative regulation of protein transport","negative regulation of protein transport"
"regulation of transport","regulation of transport"
"regulation of protein transport","regulation of protein transport"
"regulation of localization","regulation of localization"
"negative regulation of protein localization","negative regulation of protein localization"
"regulation of establishment of protein localization","regulation of establishment of protein localization"
"peptide binding","peptide binding"
"signal sequence binding","signal sequence binding"
"glutamine family amino acid metabolic process","glutamine family amino acid metabolic process"
"glutamine family amino acid catabolic process","glutamine family amino acid catabolic process"
"asparagine catabolic process","asparagine catabolic process"
"asparagine metabolic process","asparagine metabolic process"
"1,4-dihydroxy-2-naphthoyl-CoA synthase activity","1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
"menaquinone metabolic process","menaquinone metabolic process"
"quinone metabolic process","quinone metabolic process"
"quinone biosynthetic process","quinone biosynthetic process"
"menaquinone biosynthetic process","menaquinone biosynthetic process"
"cellular ketone metabolic process","cellular ketone metabolic process"
"ketone biosynthetic process","ketone biosynthetic process"
"plasma membrane respiratory chain complex I","plasma membrane respiratory chain complex I"
"plasma membrane respirasome","plasma membrane respirasome"
"NADH dehydrogenase complex","NADH dehydrogenase complex"
"respiratory chain complex I","respiratory chain complex I"
"plasma membrane protein complex","plasma membrane protein complex"
"respiratory chain complex","respiratory chain complex"
"respirasome","respirasome"
"NADH dehydrogenase (quinone) activity","NADH dehydrogenase (quinone) activity"
"oxidoreductase activity, acting on NAD(P)H","oxidoreductase activity, acting on NAD(P)H"
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
"NADH dehydrogenase (ubiquinone) activity","NADH dehydrogenase (ubiquinone) activity"
"NADH dehydrogenase activity","NADH dehydrogenase activity"
"NAD(P)H dehydrogenase (quinone) activity","NAD(P)H dehydrogenase (quinone) activity"
"glutathionylspermidine amidase activity","glutathionylspermidine amidase activity"
"ligase activity, forming carbon-nitrogen bonds","ligase activity, forming carbon-nitrogen bonds"
"glutathionylspermidine synthase activity","glutathionylspermidine synthase activity"
"acid-ammonia (or amide) ligase activity","acid-ammonia (or amide) ligase activity"
"[Ni-Fe] hydrogenase complex","[Ni-Fe] hydrogenase complex"
"ADP-sugar diphosphatase activity","ADP-sugar diphosphatase activity"
"heptose-1-phosphate adenylyltransferase activity","heptose-1-phosphate adenylyltransferase activity"
"adenylyltransferase activity","adenylyltransferase activity"
"heptose 7-phosphate kinase activity","heptose 7-phosphate kinase activity"
"3-oxoacyl-[acyl-carrier-protein] synthase activity","3-oxoacyl-[acyl-carrier-protein] synthase activity"
"fatty acid synthase activity","fatty acid synthase activity"
"intermembrane lipid transfer","intermembrane lipid transfer"
"lipid transport","lipid transport"
"phospholipid transport","phospholipid transport"
"organophosphate ester transport","organophosphate ester transport"
"lipid localization","lipid localization"
"intermembrane phospholipid transfer","intermembrane phospholipid transfer"
"aldehyde-lyase activity","aldehyde-lyase activity"
"tetrapyrrole binding","tetrapyrrole binding"
"heme binding","heme binding"
"response to abiotic stimulus","response to abiotic stimulus"
"response to osmotic stress","response to osmotic stress"
"DNA replication initiation","DNA replication initiation"
"negative regulation of DNA-dependent DNA replication initiation","negative regulation of DNA-dependent DNA replication initiation"
"negative regulation of DNA replication","negative regulation of DNA replication"
"negative regulation of DNA metabolic process","negative regulation of DNA metabolic process"
"regulation of DNA-dependent DNA replication initiation","regulation of DNA-dependent DNA replication initiation"
"regulation of DNA replication","regulation of DNA replication"
"negative regulation of DNA-dependent DNA replication","negative regulation of DNA-dependent DNA replication"
"regulation of DNA-dependent DNA replication","regulation of DNA-dependent DNA replication"
"intracellular protein transport","intracellular protein transport"
"intracellular transport","intracellular transport"
"intracellular protein transmembrane transport","intracellular protein transmembrane transport"
"protein transport by the Sec complex","protein transport by the Sec complex"
"phosphomannomutase activity","phosphomannomutase activity"
"amino sugar metabolic process","amino sugar metabolic process"
"UDP-N-acetylglucosamine metabolic process","UDP-N-acetylglucosamine metabolic process"
"UDP-N-acetylglucosamine biosynthetic process","UDP-N-acetylglucosamine biosynthetic process"
"nucleotide-sugar biosynthetic process","nucleotide-sugar biosynthetic process"
"nucleotide-sugar metabolic process","nucleotide-sugar metabolic process"
"amino sugar biosynthetic process","amino sugar biosynthetic process"
"phosphoglucosamine mutase activity","phosphoglucosamine mutase activity"
"sulfur compound metabolic process","sulfur compound metabolic process"
"metallo-sulfur cluster assembly","metallo-sulfur cluster assembly"
"iron-sulfur cluster assembly","iron-sulfur cluster assembly"
"protein maturation by iron-sulfur cluster transfer","protein maturation by iron-sulfur cluster transfer"
"metal cluster binding","metal cluster binding"
"iron-sulfur cluster binding","iron-sulfur cluster binding"
"2 iron, 2 sulfur cluster binding","2 iron, 2 sulfur cluster binding"
"lipid transfer activity","lipid transfer activity"
"glycolipid transport","glycolipid transport"
"lipid transporter activity","lipid transporter activity"
"glycolipid transfer activity","glycolipid transfer activity"
"lipopolysaccharide transport","lipopolysaccharide transport"
"oligosaccharide transmembrane transporter activity","oligosaccharide transmembrane transporter activity"
"lactose transmembrane transporter activity","lactose transmembrane transporter activity"
"disaccharide transmembrane transporter activity","disaccharide transmembrane transporter activity"
"carbohydrate:proton symporter activity","carbohydrate:proton symporter activity"
"lactose:proton symporter activity","lactose:proton symporter activity"
"lactose transport","lactose transport"
"disaccharide transport","disaccharide transport"
"carbohydrate transmembrane transporter activity","carbohydrate transmembrane transporter activity"
"carbohydrate:cation symporter activity","carbohydrate:cation symporter activity"
"carbohydrate transmembrane transport","carbohydrate transmembrane transport"
"oligosaccharide binding","oligosaccharide binding"
"lactose binding","lactose binding"
"carbohydrate binding","carbohydrate binding"
"disaccharide binding","disaccharide binding"
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
"tRNA-specific adenosine deaminase activity","tRNA-specific adenosine deaminase activity"
"tRNA-specific adenosine-34 deaminase activity","tRNA-specific adenosine-34 deaminase activity"
"adenosine deaminase activity","adenosine deaminase activity"
"deaminase activity","deaminase activity"
"adenosine to inosine editing","adenosine to inosine editing"
"tRNA wobble adenosine to inosine editing","tRNA wobble adenosine to inosine editing"
"base conversion or substitution editing","base conversion or substitution editing"
"methyltransferase activity","methyltransferase activity"
"RNA methyltransferase activity","RNA methyltransferase activity"
"macromolecule methylation","macromolecule methylation"
"RNA methylation","RNA methylation"
"transferase activity, transferring one-carbon groups","transferase activity, transferring one-carbon groups"
"methylation","methylation"
"phosphotransferase activity, for other substituted phosphate groups","phosphotransferase activity, for other substituted phosphate groups"
"CDP-alcohol phosphatidyltransferase activity","CDP-alcohol phosphatidyltransferase activity"
"CDP-diacylglycerol-serine O-phosphatidyltransferase activity","CDP-diacylglycerol-serine O-phosphatidyltransferase activity"
"response to heat","response to heat"
"cellular response to heat","cellular response to heat"
"response to temperature stimulus","response to temperature stimulus"
"translational elongation","translational elongation"
"regulation of translational elongation","regulation of translational elongation"
"negative regulation of translational elongation","negative regulation of translational elongation"
"ribosomal small subunit binding","ribosomal small subunit binding"
"ribosome binding","ribosome binding"
"regulation of transmembrane transporter activity","regulation of transmembrane transporter activity"
"regulation of ion transport","regulation of ion transport"
"regulation of transporter activity","regulation of transporter activity"
"regulation of ion transmembrane transport","regulation of ion transmembrane transport"
"regulation of transmembrane transport","regulation of transmembrane transport"
"regulation of ion transmembrane transporter activity","regulation of ion transmembrane transporter activity"
"regulation of kinase activity","regulation of kinase activity"
"positive regulation of protein metabolic process","positive regulation of protein metabolic process"
"regulation of protein modification process","regulation of protein modification process"
"protein kinase regulator activity","protein kinase regulator activity"
"kinase regulator activity","kinase regulator activity"
"positive regulation of phosphate metabolic process","positive regulation of phosphate metabolic process"
"regulation of protein kinase activity","regulation of protein kinase activity"
"protein kinase activity","protein kinase activity"
"positive regulation of molecular function","positive regulation of molecular function"
"positive regulation of catalytic activity","positive regulation of catalytic activity"
"positive regulation of protein kinase activity","positive regulation of protein kinase activity"
"regulation of phosphorus metabolic process","regulation of phosphorus metabolic process"
"regulation of transferase activity","regulation of transferase activity"
"positive regulation of cellular protein metabolic process","positive regulation of cellular protein metabolic process"
"protein kinase activator activity","protein kinase activator activity"
"regulation of phosphate metabolic process","regulation of phosphate metabolic process"
"activation of protein kinase activity","activation of protein kinase activity"
"positive regulation of kinase activity","positive regulation of kinase activity"
"positive regulation of transferase activity","positive regulation of transferase activity"
"kinase activator activity","kinase activator activity"
"positive regulation of phosphorylation","positive regulation of phosphorylation"
"regulation of phosphorylation","regulation of phosphorylation"
"regulation of protein phosphorylation","regulation of protein phosphorylation"
"positive regulation of protein phosphorylation","positive regulation of protein phosphorylation"
"positive regulation of phosphorus metabolic process","positive regulation of phosphorus metabolic process"
"positive regulation of protein modification process","positive regulation of protein modification process"
"regulation of protein catabolic process","regulation of protein catabolic process"
"positive regulation of catabolic process","positive regulation of catabolic process"
"regulation of catabolic process","regulation of catabolic process"
"positive regulation of protein catabolic process","positive regulation of protein catabolic process"
"ribonuclease activity","ribonuclease activity"
"RNA phosphodiester bond hydrolysis","RNA phosphodiester bond hydrolysis"
"rRNA processing","rRNA processing"
"rRNA metabolic process","rRNA metabolic process"
"acryloyl-CoA reductase (NADP+) activity","acryloyl-CoA reductase (NADP+) activity"
"DNA modification","DNA modification"
"DNA methylation or demethylation","DNA methylation or demethylation"
"S-adenosylmethionine-dependent methyltransferase activity","S-adenosylmethionine-dependent methyltransferase activity"
"DNA-methyltransferase activity","DNA-methyltransferase activity"
"site-specific DNA-methyltransferase (adenine-specific) activity","site-specific DNA-methyltransferase (adenine-specific) activity"
"DNA alkylation","DNA alkylation"
"DNA methylation","DNA methylation"
"DNA methylation on adenine","DNA methylation on adenine"
"large ribosomal subunit rRNA binding","large ribosomal subunit rRNA binding"
"ribonucleoprotein complex subunit organization","ribonucleoprotein complex subunit organization"
"ribonucleoprotein complex assembly","ribonucleoprotein complex assembly"
"ribosome assembly","ribosome assembly"
"ribosomal large subunit assembly","ribosomal large subunit assembly"
"ribosomal large subunit biogenesis","ribosomal large subunit biogenesis"
"aldonic acid metabolic process","aldonic acid metabolic process"
"D-gluconate metabolic process","D-gluconate metabolic process"
"aldonic acid catabolic process","aldonic acid catabolic process"
"D-gluconate catabolic process","D-gluconate catabolic process"
"cellular carbohydrate catabolic process","cellular carbohydrate catabolic process"
"gluconokinase activity","gluconokinase activity"
"hydrolase activity, acting on ether bonds","hydrolase activity, acting on ether bonds"
"alkenylglycerophosphoethanolamine hydrolase activity","alkenylglycerophosphoethanolamine hydrolase activity"
"ether hydrolase activity","ether hydrolase activity"
"alkenylglycerophosphocholine hydrolase activity","alkenylglycerophosphocholine hydrolase activity"
"rRNA modification","rRNA modification"
"rRNA base methylation","rRNA base methylation"
"rRNA methylation","rRNA methylation"
"rRNA (adenine-N6-)-methyltransferase activity","rRNA (adenine-N6-)-methyltransferase activity"
"23S rRNA (adenine(2030)-N(6))-methyltransferase activity","23S rRNA (adenine(2030)-N(6))-methyltransferase activity"
"rRNA (adenine) methyltransferase activity","rRNA (adenine) methyltransferase activity"
"N-methyltransferase activity","N-methyltransferase activity"
"rRNA methyltransferase activity","rRNA methyltransferase activity"
"catalytic activity, acting on a rRNA","catalytic activity, acting on a rRNA"
"N-acyltransferase activity","N-acyltransferase activity"
"N-acetyltransferase activity","N-acetyltransferase activity"
"protein-phosphocysteine-sugar phosphotransferase activity","protein-phosphocysteine-sugar phosphotransferase activity"
"cellular response to chemical stress","cellular response to chemical stress"
"cellular response to oxidative stress","cellular response to oxidative stress"
"glutathione disulfide oxidoreductase activity","glutathione disulfide oxidoreductase activity"
"oxidoreductase activity, acting on a sulfur group of donors","oxidoreductase activity, acting on a sulfur group of donors"
"disulfide oxidoreductase activity","disulfide oxidoreductase activity"
"nucleobase transport","nucleobase transport"
"xanthine transport","xanthine transport"
"purine nucleobase transport","purine nucleobase transport"
"purine nucleobase transmembrane transport","purine nucleobase transmembrane transport"
"purine nucleobase transmembrane transporter activity","purine nucleobase transmembrane transporter activity"
"purine-containing compound transmembrane transport","purine-containing compound transmembrane transport"
"xanthine transmembrane transporter activity","xanthine transmembrane transporter activity"
"nucleobase transmembrane transporter activity","nucleobase transmembrane transporter activity"
"valine biosynthetic process","valine biosynthetic process"
"valine metabolic process","valine metabolic process"
"branched-chain amino acid biosynthetic process","branched-chain amino acid biosynthetic process"
"branched-chain amino acid metabolic process","branched-chain amino acid metabolic process"
"isoleucine biosynthetic process","isoleucine biosynthetic process"
"isoleucine metabolic process","isoleucine metabolic process"
"acetolactate synthase activity","acetolactate synthase activity"
"transketolase or transaldolase activity","transketolase or transaldolase activity"
"cytochrome-c peroxidase activity","cytochrome-c peroxidase activity"
"lysine biosynthetic process","lysine biosynthetic process"
"aspartate family amino acid biosynthetic process","aspartate family amino acid biosynthetic process"
"lysine metabolic process","lysine metabolic process"
"lysine biosynthetic process via aminoadipic acid","lysine biosynthetic process via aminoadipic acid"
"holo-[acyl-carrier-protein] synthase activity","holo-[acyl-carrier-protein] synthase activity"
"protein phosphopantetheinylation","protein phosphopantetheinylation"
"purine ribonucleotide biosynthetic process","purine ribonucleotide biosynthetic process"
"purine ribonucleotide metabolic process","purine ribonucleotide metabolic process"
"purine nucleotide metabolic process","purine nucleotide metabolic process"
"ribonucleoside triphosphate metabolic process","ribonucleoside triphosphate metabolic process"
"purine nucleotide biosynthetic process","purine nucleotide biosynthetic process"
"proton-transporting ATP synthase activity, rotational mechanism","proton-transporting ATP synthase activity, rotational mechanism"
"ATP synthesis coupled proton transport","ATP synthesis coupled proton transport"
"energy coupled proton transport, down electrochemical gradient","energy coupled proton transport, down electrochemical gradient"
"ribonucleoside triphosphate biosynthetic process","ribonucleoside triphosphate biosynthetic process"
"purine ribonucleoside triphosphate biosynthetic process","purine ribonucleoside triphosphate biosynthetic process"
"purine ribonucleoside triphosphate metabolic process","purine ribonucleoside triphosphate metabolic process"
"proton channel activity","proton channel activity"
"purine-containing compound biosynthetic process","purine-containing compound biosynthetic process"
"nucleoside triphosphate metabolic process","nucleoside triphosphate metabolic process"
"purine nucleoside triphosphate biosynthetic process","purine nucleoside triphosphate biosynthetic process"
"purine nucleoside triphosphate metabolic process","purine nucleoside triphosphate metabolic process"
"nucleoside triphosphate biosynthetic process","nucleoside triphosphate biosynthetic process"
"ATP biosynthetic process","ATP biosynthetic process"
"proton-transporting two-sector ATPase complex","proton-transporting two-sector ATPase complex"
"proton-transporting ATP synthase complex","proton-transporting ATP synthase complex"
"proton-transporting ATP synthase complex, catalytic core F(1)","proton-transporting ATP synthase complex, catalytic core F(1)"
"proton-transporting two-sector ATPase complex, catalytic domain","proton-transporting two-sector ATPase complex, catalytic domain"
"proton-transporting two-sector ATPase complex, proton-transporting domain","proton-transporting two-sector ATPase complex, proton-transporting domain"
"proton-transporting ATP synthase complex, coupling factor F(o)","proton-transporting ATP synthase complex, coupling factor F(o)"
"plasma membrane ATP synthesis coupled proton transport","plasma membrane ATP synthesis coupled proton transport"
"ADP binding","ADP binding"
"protein transmembrane transporter activity","protein transmembrane transporter activity"
"proton motive force dependent protein transmembrane transporter activity","proton motive force dependent protein transmembrane transporter activity"
"protein transporter activity","protein transporter activity"
"protein transport by the Tat complex","protein transport by the Tat complex"
"TAT protein transport complex","TAT protein transport complex"
"phosphotransferase activity, nitrogenous group as acceptor","phosphotransferase activity, nitrogenous group as acceptor"
"protein histidine kinase activity","protein histidine kinase activity"
"phosphorelay sensor kinase activity","phosphorelay sensor kinase activity"
"peptidyl-histidine phosphorylation","peptidyl-histidine phosphorylation"
"protein phosphorylation","protein phosphorylation"
"small molecule sensor activity","small molecule sensor activity"
"peptidyl-histidine modification","peptidyl-histidine modification"
"phosphotransferase activity, phosphate group as acceptor","phosphotransferase activity, phosphate group as acceptor"
"oligosaccharide biosynthetic process","oligosaccharide biosynthetic process"
"oligosaccharide metabolic process","oligosaccharide metabolic process"
"carbohydrate biosynthetic process","carbohydrate biosynthetic process"
"cellular polysaccharide metabolic process","cellular polysaccharide metabolic process"
"lipopolysaccharide core region biosynthetic process","lipopolysaccharide core region biosynthetic process"
"cellular polysaccharide biosynthetic process","cellular polysaccharide biosynthetic process"
"lipopolysaccharide metabolic process","lipopolysaccharide metabolic process"
"lipopolysaccharide biosynthetic process","lipopolysaccharide biosynthetic process"
"lipopolysaccharide core region metabolic process","lipopolysaccharide core region metabolic process"
"polysaccharide metabolic process","polysaccharide metabolic process"
"liposaccharide metabolic process","liposaccharide metabolic process"
"polysaccharide biosynthetic process","polysaccharide biosynthetic process"
"cellular carbohydrate biosynthetic process","cellular carbohydrate biosynthetic process"
"transferase activity, transferring alkyl or aryl (other than methyl) groups","transferase activity, transferring alkyl or aryl (other than methyl) groups"
"prenyltransferase activity","prenyltransferase activity"
"polyprenyltransferase activity","polyprenyltransferase activity"
"4-hydroxybenzoate octaprenyltransferase activity","4-hydroxybenzoate octaprenyltransferase activity"
