Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
rtcB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rtcB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
safA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('safA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
sapF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('sapF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
sbcC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('sbcC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
secA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('secA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
selD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('selD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
sohB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('sohB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
srfC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('srfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
srmB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('srmB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
stdC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('stdC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
stfC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('stfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
stfE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('stfE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
stiC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('stiC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
sucC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('sucC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
thiK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('thiK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
thrA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('thrA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
thrB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('thrB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
thrS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('thrS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
torS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('torS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
trkH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('trkH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
trpS2	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('trpS2', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
truD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('truD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
tsf	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('tsf', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
vacJ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('vacJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
valS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('valS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
wcaC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('wcaC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
wcaG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('wcaG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
wcaI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('wcaI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yacH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yacH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yafS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yafS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yafV	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yafV', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybaE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybaE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybbJ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybbJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybdG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybdG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybgJ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybgJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybiS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybiS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybjT	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybjT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ybjY	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ybjY', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yccS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yccS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yceD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yceD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ychM	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ychM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yciM	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yciM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ydbH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ydbH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ydcN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ydcN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ydcR	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ydcR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ydjA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ydjA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yeaG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yeaG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yeaL	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yeaL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yebB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yebB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yebK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yebK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yebS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yebS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yedI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yedI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yeeO	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yeeO', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yegE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yegE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yegU	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yegU', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yfbS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yfbS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yfbT	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yfbT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yfiF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yfiF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ygcH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ygcH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ygeA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ygeA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yggW	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yggW', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ygiF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ygiF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yhcG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yhcG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yhdP	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yhdP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yicH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yicH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yicI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yicI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yicL	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yicL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yidQ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yidQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yigG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yigG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yiiM	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yiiM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yiiR	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yiiR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yjbF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yjbF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yjbH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yjbH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yjcD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yjcD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yjfP	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yjfP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yjjI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yjjI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yohF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yohF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ypfG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ypfG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yqjD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yqjD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
yrbK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('yrbK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ytfN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ytfN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ytgA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ytgA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
znuA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('znuA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
znuB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('znuB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
tnpA1	is not regulated by antibiotic	Fosmidomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('tnpA1', 'is downregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2496323989695266)]
