Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
pspA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('pspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
pstS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('pstS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ptrA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ptrA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ratA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ratA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rbsB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rbsB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rbsR	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rbsR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rdgC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rdgC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
recN	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('recN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rffG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rffG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ribD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ribD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rimM	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rimM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rlmM	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rlmM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rluF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rluF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rna	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rna', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rne	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rne', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rplO	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rplO', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rplP	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rplP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rpoD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rpoD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rseC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rseC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rsmG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rsmG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rspA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rtcA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rtcA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
rtcB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rtcB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
safA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('safA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
sapF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sapF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
sbcC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sbcC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
secA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('secA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
selD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('selD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
sohB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sohB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
soxR	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('soxR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
srfC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('srfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
srmB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('srmB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
stdC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('stdC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
stfC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('stfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
stfE	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('stfE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
stiC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('stiC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
sucC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sucC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
tamB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('tamB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
thiK	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('thiK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
thrA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('thrA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
thrB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('thrB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
thrS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('thrS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
torS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('torS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
tppB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('tppB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
trkH	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('trkH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
trpS2	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('trpS2', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
truD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('truD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
tsf	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('tsf', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
valS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('valS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
viaA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('viaA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
wcaC	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('wcaC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
wcaI	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('wcaI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yacH	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yacH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yafS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yafS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yafV	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yafV', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybbJ	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybbJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybdG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybdG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybgJ	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybgJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybiS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybiS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybiW	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybiW', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ybjT	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ybjT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yccS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yccS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yceD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yceD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yceM	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yceM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yciM	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yciM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ydbH	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ydbH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ydcN	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ydcN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ydcR	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ydcR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ydjA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ydjA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yeaG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yeaG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yeaL	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yeaL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yebB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yebB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yebK	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yebK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yebS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yebS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yedI	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yedI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yeeO	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yeeO', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yegE	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yegE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yegU	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yegU', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yfbS	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yfbS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yfbT	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yfbT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yfiF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yfiF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ygeA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ygeA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yggW	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yggW', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ygiF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ygiF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yhcG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yhcG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yhdP	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yhdP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yicH	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yicH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yicI	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yicI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yicL	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yicL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yidQ	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yidQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yigG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yigG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yiiM	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yiiM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yiiR	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yiiR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yjbF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yjbF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yjbH	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yjbH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yjcD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yjcD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yjfP	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yjfP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yjjI	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yjjI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yohF	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yohF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ypfG	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ypfG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
yqjD	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yqjD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
ytgA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ytgA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
znuA	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('znuA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
znuB	is mutated by antibiotic	Streptomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('znuB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2711398727378635)]
accD	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('accD', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
argP	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('argP', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
arnA	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('arnA', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
bcsZ	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('bcsZ', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
cueR	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('cueR', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
gltI	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('gltI', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
lpoB	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('lpoB', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
lpxD	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('lpxD', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
menH	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('menH', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
msrB	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('msrB', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
nfsA	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('nfsA', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
rhaM	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('rhaM', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
ribD	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ribD', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
sstT	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sstT', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
sthA	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('sthA', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
tmcA	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('tmcA', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
ulaA	is not regulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ulaA', 'is upregulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
yajL	is not regulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('yajL', 'is upregulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
acrB	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('acrB', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
chbA	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('chbA', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
gltI	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('gltI', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
gmhB	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('gmhB', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
hdfR	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('hdfR', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
hupB	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('hupB', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
mdtK	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('mdtK', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
mgrB	is downregulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('mgrB', 'is not regulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
mltD	is downregulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('mltD', 'is not regulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
mntP	is downregulated by antibiotic	Fosmidomycin	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('mntP', 'is not regulated by antibiotic', 'Fosmidomycin'), ['Salm'], 0.2711398727378635)]
nrdF	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('nrdF', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
nusB	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('nusB', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
ratA	is downregulated by antibiotic	Chlorhexidine	0.2711398727	1	Salm	2	0.2711398727	0.0000000000	[(('ratA', 'is not regulated by antibiotic', 'Chlorhexidine'), ['Salm'], 0.2711398727378635)]
