tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256183	0	live	samB	PSLT054, samA	mutagenesis by UV and mutagens; related to umuDC operon				NC_003277.2	46072	47346	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256182	0	live	samA	PSLT055	mutagenesis by UV and mutagens; related to umuDC operon				NC_003277.2	47346	47768	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256181	0	live	PSLT057	PSLT057	putative cytoplasmic protein				NC_003277.2	48742	49098	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256180	0	live	PSLT056	PSLT056	putative cytoplasmic protein				NC_003277.2	48279	48749	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256178	0	live	PSLT059	PSLT059	putative adenine-specific DNA methylase				NC_003277.2	49480	50160	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256177	0	live	PSLT060	PSLT060	putative cytoplasmic protein				NC_003277.2	50160	50381	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256176	0	live	PSLT061	PSLT061	putative inner membrane protein				NC_003277.2	50922	51686	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256174	0	live	PSLT063	PSLT063	putative cytoplasmic protein				NC_003277.2	52683	53117	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256173	0	live	PSLT062	PSLT062	putative cytoplasmic protein				NC_003277.2	52182	52616	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256172	0	live	PSLT064	PSLT064	putative inner membrane protein				NC_003277.2	53353	53676	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256170	0	live	ssbB	PSLT066	single-strand binding protein				NC_003277.2	54395	54913	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256169	0	live	PSLT068	PSLT068	putative ParB-like nuclease domain				NC_003277.2	55279	57276	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256168	0	live	PSLT067	PSLT067	putative cytoplasmic protein				NC_003277.2	54968	55210	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256167	0	live	psiB	PSLT069	Plasmid SOS inhibition				NC_003277.2	57316	57750	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256166	0	live	psiA	PSLT070	Plasmid SOS inhibition				NC_003277.2	57747	58484	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256164	0	live	finP	PSLT072	putative transglycosylase				NC_003277.2	60123	60593	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256163	0	live	traM	PSLT073	conjugative transfer: mating signal				NC_003277.2	61008	61388	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256161	0	live	traY	PSLT076	conjugative transfer: oriT nicking				NC_003277.2	62268	62588	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256160	0	live	traL	PSLT078	conjugative transfer: assembly				NC_003277.2	63007	63318	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256159	0	live	traA	PSLT077	conjugative transfer: fimbrial subunit				NC_003277.2	62630	62992	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256158	0	live	traE	PSLT079	conjugative transfer: assembly				NC_003277.2	63340	63906	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256157	0	live	traK	PSLT080	conjugative transfer: assembly				NC_003277.2	63893	64633	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256156	0	live	traP	PSLT082	conjugative transfer				NC_003277.2	66044	66640	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256155	0	live	traB	PSLT081	conjugative transfer: assembly				NC_003277.2	64633	66054	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256154	0	live	trbD	PSLT083	conjugative transfer protein				NC_003277.2	66618	66863	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256153	0	live	traV	PSLT084	conjugative transfer: assembly				NC_003277.2	66860	67375	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256152	0	live	PSLT087	PSLT087	conjugative transfer protein				NC_003277.2	67724	68191	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256151	0	live	traR	PSLT085	conjugative transfer				NC_003277.2	67510	67731	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256150	0	live	traC	PSLT088	conjugative transfer: assembly				NC_003277.2	68587	71235	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256149	0	live	trbI	PSLT089	conjugative transfer				NC_003277.2	71210	71596	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256148	0	live	traU	PSLT092	conjugative transfer: assembly				NC_003277.2	72222	73214	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256147	0	live	traW	PSLT091	conjugative transfer: assembly				NC_003277.2	71593	72225	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256146	0	live	PSLT093	PSLT093	conjugative transfer protein				NC_003277.2	73233	73541	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256145	0	live	trbC	PSLT094	conjugative transfer: assembly				NC_003277.2	73526	74164	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256144	0	live	traN	PSLT095	conjugative transfer: aggregate stability				NC_003277.2	74617	76443	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256142	0	live	trbE	PSLT096	conjugative transfer				NC_003277.2	76454	76669	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256141	0	live	traQ	PSLT098	conjugative transfer: fimbrial synthesis				NC_003277.2	77644	77937	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256140	0	live	traF	PSLT097	conjugative transfer: assembly				NC_003277.2	76681	77430	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256139	0	live	trbB	PSLT099	conjugative transfer				NC_003277.2	77924	78472	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256138	0	live	traH	PSLT100	conjugative transfer: assembly				NC_003277.2	78462	79844	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256137	0	live	traS	PSLT102	conjugative transfer: surface exclusion				NC_003277.2	82679	83173	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256136	0	live	traG	PSLT101	conjugative transfer: assembly abd aggregate stability				NC_003277.2	79841	82663	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256135	0	live	traT	PSLT103	conjugative transfer: surface exclusion				NC_003277.2	83209	83940	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256134	0	live	traD	PSLT104	conjugative transfer: DNA transport				NC_003277.2	84317	86560	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256132	0	live	trbH	PSLT105	conjugative transfer				NC_003277.2	86560	87279	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256131	0	live	PSLT107	PSLT107	putative cytoplasmic protein				NC_003277.2	86967	87197	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256130	0	live	traI	PSLT108	conjugative transfer: oriT nicking-unwinding				NC_003277.2	87276	92534	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256129	0	live	finO	PSLT111, srgC	conjugative transfer: regulation				NC_003277.2	93349	93912	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256128	0	live	traX	PSLT110	conjugative transfer: fimbrial acetylation				NC_003277.2	92554	93294	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256126	0	live	lasT	STM4600	tRNA/rRNA methyltransferase				NC_003197.2	4856740	4857426	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256121	0	live	STM4595	STM4595	fimbrial protein SthA				NC_003197.2	4852867	4853418	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256120	0	live	sthA	STM4594	fimbrial assembly chaperone SthB				NC_003197.2	4852113	4852796	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256119	0	live	sthB	STM4593	putative fimbrial usher protein				NC_003197.2	4849530	4852074	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256118	0	live	sthD	STM4592	fimbrial protein SthD				NC_003197.2	4848955	4849527	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256117	0	live	sthE	STM4591	major fimbrial protein SthE				NC_003197.2	4847829	4848922	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256116	0	live	creD	STM4590	cell envelope integrity protein CreD				NC_003197.2	4846410	4847771	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256115	0	live	creC	STM4589	two-component system sensor histidine kinase CreC				NC_003197.2	4844928	4846364	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256114	0	live	creB	STM4588	two-component system response regulator CreB				NC_003197.2	4844239	4844940	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256111	0	live	gpmB	STM4585	phosphoglycerate mutase				NC_003197.2	4842027	4842687	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256110	0	live	yjjX	STM4584	inosine/xanthosine triphosphatase				NC_003197.2	4841476	4841991	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256109	0	live	trpR	STM4583	Trp operon repressor				NC_003197.2	4840893	4841374	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256107	0	live	yjjK	STM4581	energy-dependent translational throttle protein EttA				NC_003197.2	4837177	4838859	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256106	0	live	nadR	STM4580	trifunctional nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase/transcriptional regulator NadR				NC_003197.2	4835815	4837059	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256105	0	live	radA	STM4579	DNA repair protein RadA				NC_003197.2	4834284	4835676	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256104	0	live	serB	STM4578	phosphoserine phosphatase SerB				NC_003197.2	4833231	4834210	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256102	0	live	lplA	STM4576	lipoate--protein ligase				NC_003197.2	4831431	4832460	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256099	0	live	stjC	STM4573	fimbrial chaperone protein				NC_003197.2	4828907	4829628	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256098	0	live	stjB	STM4572	fimbrial assembly protein				NC_003197.2	4826485	4828893	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256096	0	live	deoD	STM4570	purine-nucleoside phosphorylase				NC_003197.2	4825146	4825878	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256095	0	live	deoB	STM4569	phosphopentomutase				NC_003197.2	4823715	4824949	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256094	0	live	deoA	STM4568	thymidine phosphorylase				NC_003197.2	4822340	4823674	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256093	0	live	deoC	STM4567	2-deoxyribose-5-phosphate aldolase				NC_003197.2	4821270	4822228	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256092	0	live	yjjI	STM4566	YjjI family glycine radical enzyme				NC_003197.2	4819639	4821201	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256091	0	live	yjjW	STM4565	glycine radical enzyme activase				NC_003197.2	4818804	4819667	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256090	0	live	yjjV	STM4564	metal-dependent hydrolase				NC_003197.2	4817987	4818771	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256089	0	live	yjjU	STM4563	patatin family protein				NC_003197.2	4816915	4818001	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256088	0	live	STM4562	STM4562	putative inner membrane protein				NC_003197.2	4816621	4816804	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256087	0	live	osmY	STM4561	molecular chaperone OsmY				NC_003197.2	4815884	4816514	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256085	0	live	yjjG	STM4559	putative haloacid dehalogenase-like hydrolase				NC_003197.2	4813126	4813814	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256083	0	live	holD	STM4557	DNA polymerase III subunit psi				NC_003197.2	4812272	4812724	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256082	0	live	rsmC	STM4556	16S rRNA (guanine(1207)-N(2))-methyltransferase				NC_003197.2	4811156	4812196	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256078	0	live	STM4552	STM4552	putative inner membrane protein				NC_003197.2	4810372	4810615	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256077	0	live	STM4551	STM4551	GGDEF domain-containing protein				NC_003197.2	4809064	4810128	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256076	0	live	fhuF	STM4550	siderophore-iron reductase FhuF				NC_003197.2	4808155	4808943	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256075	0	live	STM4549	STM4549	cys-tRNA(pro)/cys-tRNA(cys) deacylase				NC_003197.2	4807546	4808012	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256074	0	live	bglJ	STM4548	transcriptional regulator (activator) of bgl operon				NC_003197.2	4806805	4807495	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256073	0	live	yjjQ	STM4547	putative LuxR/UhpA family transcriptional regulator				NC_003197.2	4806127	4806860	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256069	0	live	dnaC	STM4543	DNA replication protein DnaC				NC_003197.2	4802810	4803566	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256067	0	live	mdoB	STM4541	phosphoglycerol transferase I				NC_003197.2	4799717	4801969	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256066	0	live	STM4540	STM4540	putative glucosamine-fructose-6-phosphate aminotransferase				NC_003197.2	4798552	4799583	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256065	0	live	STM4539	STM4539	glucosamine--fructose-6-phosphate aminotransferase				NC_003197.2	4797488	4798555	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256063	0	live	STM4537	STM4537	PTS sugar transporter				NC_003197.2	4795869	4796655	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256062	0	live	STM4536	STM4536	PTS mannose/fructose/sorbose transporter subunit IIB				NC_003197.2	4795382	4795850	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256061	0	live	STM4535	STM4535	PTS sugar transporter				NC_003197.2	4794946	4795374	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256060	0	live	STM4534	STM4534	Fis family transcriptional regulator				NC_003197.2	4792078	4794850	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256058	0	live	yjiY	STM4532	carbon starvation protein A				NC_003197.2	4787583	4789744	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256056	0	live	yjiA	STM4530	putative cobalamin synthesis protein				NC_003197.2	4786318	4787285	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256055	0	live	STM4529	STM4529	type II toxin-antitoxin system antitoxin BrnA				NC_003197.2	4785934	4786243	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256053	0	live	mrr	STM4527	restriction endonuclease				NC_003197.2	4784471	4785398	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256052	0	live	hsdR	STM4526	type I restriction-modification system endonuclease				NC_003197.2	4780777	4784306	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256051	0	live	hsdM	STM4525	DNA methylase M				NC_003197.2	4779030	4780630	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256050	0	live	hsdS	STM4524	restriction endonuclease subunit S				NC_003197.2	4777624	4779044	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256049	0	live	yjiW	STM4523	endoribonuclease SymE				NC_003197.2	4777065	4777412	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256047	0	live	yjiS	STM4521	DUF1127 domain-containing protein				NC_003197.2	4776039	4776215	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256045	0	live	STM4519	STM4519	succinate-semialdehyde dehydrogenase				NC_003197.2	4774469	4775846	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256043	0	live	yjiO	STM4517	MFS transporter				NC_003197.2	4772060	4773317	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256041	0	live	yjiJ	STM4515	MFS transporter				NC_003197.2	4769298	4770492	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256040	0	live	yjiH	STM4514	putative inner membrane protein				NC_003197.2	4767754	4768638	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256038	0	live	iadA	STM4512	beta-aspartyl-peptidase				NC_003197.2	4766111	4767294	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256037	0	live	yjiE	STM4511	putative LysR family transcriptional regulator				NC_003197.2	4765084	4766006	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256036	0	live	STM4510	STM4510	putative aspartate racemase				NC_003197.2	4764340	4765078	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256035	0	live	STM4509	STM4509	putative cytoplasmic protein				NC_003197.2	4763572	4764105	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256034	0	live	trpS2	STM4508	tryptophan--tRNA ligase				NC_003197.2	4761844	4762864	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256033	0	live	uxuR	STM4507	GntR family transcriptional regulator				NC_003197.2	4761051	4761843	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256032	0	live	STM4506	STM4506	putative dienelactone hydrolase				NC_003197.2	4760046	4760720	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256029	0	live	STM4503	STM4503	putative inner membrane protein				NC_003197.2	4757456	4758196	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256026	0	live	yjhP	STM4500	putative SAM-dependent methyltransferase				NC_003197.2	4753959	4755596	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256025	0	live	yeeN	STM4499	putative cytoplasmic protein				NC_003197.2	4752683	4753414	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256024	0	live	STM4498	STM4498	putative inner membrane protein				NC_003197.2	4751255	4751863	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256022	0	live	STM4496	STM4496	DNA repair protein				NC_003197.2	4747003	4750644	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256021	0	live	STM4495	STM4495	type II restriction enzyme methylase subunit				NC_003197.2	4743280	4746964	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256020	0	live	STM4494	STM4494	sugar/spermidine/putrescine ABC transporter ATP-binding protein				NC_003197.2	4742189	4743287	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256019	0	live	STM4493	STM4493	putative cytoplasmic protein				NC_003197.2	4741390	4742215	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256018	0	live	STM4492	STM4492	putative cytoplasmic protein				NC_003197.2	4738790	4741391	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256017	0	live	STM4491	STM4491	putative ATP-dependent Lon protease				NC_003197.2	4736695	4738785	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256016	0	live	STM4490	STM4490	putative Mrr restriction endonuclease				NC_003197.2	4735588	4736582	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256015	0	live	STM4489	STM4489	DNA helicase				NC_003197.2	4731975	4735496	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256014	0	live	STM4488	STM4488	DUF4102 domain-containing protein				NC_003197.2	4731324	4731619	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256012	0	live	yjgB	STM4486	putative alcohol dehydrogenase				NC_003197.2	4729787	4730818	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256011	0	live	idnK	STM4485	gluconate kinase				NC_003197.2	4729218	4729759	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256010	0	live	idnD	STM4484	L-idonate 5-dehydrogenase				NC_003197.2	4727981	4729021	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256009	0	live	idnO	STM4483	5-keto-D-gluconate-5-reductase				NC_003197.2	4727192	4727969	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256008	0	live	idnT	STM4482	gluconate permease				NC_003197.2	4725811	4727137	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256007	0	live	idnR	STM4481	transcriptional regulator				NC_003197.2	4724749	4725758	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256006	0	live	yjgQ	STM4480	lipopolysaccharide ABC transporter permease LptG				NC_003197.2	4723459	4724554	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256005	0	live	yjgP	STM4479	lipopolysaccharide ABC transporter permease LptF				NC_003197.2	4722372	4723472	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256003	0	live	pepA	STM4477	leucyl aminopeptidase				NC_003197.2	4720466	4721991	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256002	0	live	holC	STM4476	DNA polymerase III, chi subunit				NC_003197.2	4719886	4720376	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256001	0	live	valS	STM4475	valine--tRNA ligase				NC_003197.2	4717031	4719895	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255999	0	live	yjgM	STM4473	GNAT family N-acetyltransferase				NC_003197.2	4715004	4715507	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255996	0	live	yjgD	STM4470	ribonuclease E inhibitor B				NC_003197.2	4712923	4713351	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255995	0	live	argI	STM4469	ornithine carbamoyltransferase				NC_003197.2	4711765	4712843	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255994	0	live	yjgK	STM4468	toxin-antitoxin biofilm protein TabA				NC_003197.2	4711228	4711691	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255993	0	live	STM4467	STM4467	putative arginine deiminase				NC_003197.2	4709343	4710569	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255992	0	live	STM4466	STM4466	putative carbamate kinase				NC_003197.2	4708400	4709339	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255991	0	live	STM4465	STM4465	putative ornithine carbamoyltransferase				NC_003197.2	4707284	4708294	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255990	0	live	STM4464	STM4464	ion transporter superfamily protein				NC_003197.2	4705825	4707236	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255988	0	live	yjgG	STM4462	putative cytoplasmic protein				NC_003197.2	4705027	4705180	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255987	0	live	pyrL	STM4461	pyrBI operon leader peptide				NC_003197.2	4704959	4705068	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255986	0	live	pyrB	STM4460	aspartate carbamoyltransferase catalytic subunit				NC_003197.2	4703988	4705119	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255985	0	live	pyrI	STM4459	aspartate carbamoyltransferase regulatory subunit				NC_003197.2	4703514	4703989	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255983	0	live	STM4457	STM4457	putative transposase				NC_003197.2	4702530	4702982	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255981	0	live	treR	STM4455	trehalose operon repressor				NC_003197.2	4698375	4699397	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255979	0	live	treC	STM4453	trehalose- 6-P hydrolase				NC_003197.2	4695118	4696782	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255978	0	live	nrdD	STM4452	anaerobic ribonucleoside-triphosphate reductase				NC_003197.2	4692571	4694720	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255977	0	live	nrdG	STM4451	anaerobic ribonucleotide reductase-activating protein				NC_003197.2	4691986	4692463	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255976	0	live	STM4450	STM4450	mRNA-degrading endonuclease RelE				NC_003197.2	4691685	4691982	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255975	0	live	STM4449	STM4449	bifunctional antitoxin/transcriptional repressor RelB				NC_003197.2	4691455	4691708	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255974	0	live	STM4448	STM4448	transcription antiterminator BglG				NC_003197.2	4689467	4691388	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255973	0	live	STM4447	STM4447	2-dehydro-3-deoxyphosphooctonate aldolase				NC_003197.2	4688718	4689458	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255972	0	live	STM4446	STM4446	L-seryl-tRNA selenium transferase				NC_003197.2	4687597	4688721	plus	0		
