Source 	Target
Q8ZRG2	rdgC
Q8ZRG2	proB
Q8ZRG2	prfA
Q8ZMP2	rplV
Q8ZMP2	rpmI
Q8ZMP2	rpsJ
Q8ZMP2	sfsA
Q8ZQJ3	deoA
Q8ZQJ3	thiI
Q8ZQJ3	frr
Q8ZQJ3	rpsK
Q7CQ02	rpsR
Q8ZL00	metG
Q8ZPE5	serS
Q8ZRB7	wecG
Q8ZNA0	tgt
Q7CQX1	tsgA
Q8ZMV0	trmA
Q8ZMV0	rpsU
Q8ZMV0	rplM
Q8ZMV0	rplU
Q8ZKV1	rplT
Q8ZKV1	rpmA
Q8ZKV1	yeaL
Q8ZKV1	purA
Q8ZPH8	rhaD
Q8ZPH8	ribB
Q8ZPH8	rimP
Q8ZPH8	rpmE
Q8ZMV2	tsaD
Q8ZMV2	rlmF
Q8ZMV2	rnhB
Q8ZMV2	cysS
Q8ZMW5	rplI
Q8ZNJ6	rnfH
Q8ZNJ6	aspS
Q8ZNJ6	gpt
Q8ZNJ6	mtnN
Q8ZMY0	nagK
Q8ZK44	yejK
Q8ZK44	nuoC
Q8ZK44	nrfA
Q8ZK44	yicR
Q8ZPU7	uvrB
Q7CPL1	ybeD
Q8ZKK4	rimK
Q8ZKK4	rplY
Q8ZKK4	treF
Q8ZKK4	ubiG
Q8ZMU4	rapZ
Q8ZMU4	rpmE2
Q8ZMU4	treA
Q8ZMU4	tusA
Q8ZRC7	yaaA
Q8ZRC7	yohJ
Q8ZRC7	speE
Q8ZRC7	truD
Q8ZNK0	uvrC
Q8ZMK9	yheU
Q8ZP38	thiC
Q8ZNJ7	yjgA
Q8ZLZ8	yaeH
Q8ZRR8	sufE
Q8ZKW5	yidC
Q8ZNZ3	ypfN
Q8ZNZ3	ymdB
Q8ZNZ3	yfeW
Q8ZNZ3	ytfE
Q7CQP6	yeeX
Q7CQ22	zipA
Q8ZKI1	trhO
Q8ZLA3	yceI
Q8ZQB1	yjjB
Q8ZQB1	yqgE
Q8ZQB1	ynfA
Q8ZQB1	ybjQ
Q8ZR23	ybaB
Q8ZQL9	ybeY
Q8ZQL9	yggU
Q8ZQL9	zapA
Q8ZQL9	yraN
Q7CQD7	yejL
Q8ZQ58	rpsL
Q8ZQ58	sthA
Q8ZQ58	ileS
Q8ZQ58	tpiA
Q8ZJU1	yfiC
H9L457	ulaD
H9L457	uspB
H9L457	yaaI
H9L457	rpmB
Q8ZRD0	yihY
H9L437	tus
H9L437	ycaD
H9L437	yegS
H9L437	yhaM
Q8ZKQ9	ygiB
Q8ZKQ9	ycgL
Q8ZKQ9	ycgN
Q8ZKQ9	ygfZ
Q8ZQ31	ycaR
Q8ZQ31	yfbU
Q8ZQ31	ynfB
Q8ZQ31	ppsR
Q8ZME8	rpmH
Q8ZME8	trpR
Q8ZME8	tusC
Q8ZME8	ulaG
Q7CQ55	ubiB
Q8ZR28	sprT
Q8ZNS9	proS
Q8ZP61	thiM
Q93IR6	yjhX
Q93IR6	yoaH
Q93IR6	udk
Q93IR6	yacL
Q8ZQN5	upp
Q7CPJ7	yhbP
Q8ZQG1	yccT
Q8ZQG1	ybhG
Q8ZQG1	thrS
Q8ZQG1	zapB
Q8ZMR4	ulaE
Q8ZMR4	ttcA
Q8ZMR4	tusB
Q8ZMR4	ung
Q8ZMK2	zupT
Q8ZMW8	yciB
Q7CR13	ychJ
Q8ZK00	ycjF
Q93GL3	yciC
Q8ZQ88	yohO
Q8ZQ88	acpH
Q8ZQ88	argR
Q8ZQ88	apaG
Q7CR58	araA
Q7CR58	atpF
Q7CR58	atpE
Q7CR58	atpH
Q93IR9	bioH
Q93IR9	cutC
Q93IR9	dcd
Q93IR9	cbiN
Q8ZLW6	dapB
Q8ZRW5	crl
Q8ZRW5	cysG
Q8ZRW5	accD
Q8ZRW5	argO
Q7CPB5	aroA
Q8ZNI2	astB
Q8ZNI2	caiT
Q8ZNI2	ilvC
Q8ZNI2	mntH
Q7CP82	pckA
Q7CP82	panD
Q7CP82	psiE
Q7CP82	aaeB
Q8ZNT6	arnB
Q8ZNT6	aroK
Q8ZNT6	aroE
Q8ZNT6	atpC
Q93GR7	atpB
Q93GR7	cysH
Q93GR7	yeiP
Q93GR7	gloB
Q8ZQ15	pepA
Q8ZQ15	arnF
Q8ZQ15	arnD
Q8ZQ15	cobT
Q8ZQ22	cysD
Q8ZQ22	epd
Q8ZQ22	glk
Q8ZQ22	acpS
Q8ZR13	allA
Q8ZNM7	argE
Q8ZK02	araB
Q8ZK02	anmK
Q8ZK02	cedA
Q8ZK02	coaD
Q8ZKJ7	aroC
Q8ZKJ7	arnT
Q8ZKJ7	atpA
Q8ZKJ7	atpD
Q8ZMV6	hemE
Q8ZMV6	fucI
Q8ZMV6	infB
Q8ZMV6	bioB
Q8ZMU1	aaeA
Q8ZMU1	cobS
Q8ZMU1	clsA
Q8ZMU1	cof
Q93GS7	cutA
Q8ZKR1	dcyD
Q8ZKR1	bioF
Q8ZKR1	aceK
Q8ZKR1	aas
Q8ZPF2	aaeX
Q8ZPF2	caiE
Q8ZPF2	groES
Q8ZPF2	groEL
Q8ZL37	dctA
Q7CP96	def
Q7CPV8	cysZ
Q8ZMF4	efp
H9L439	fdhE
Q8ZP26	fis
Q8ZP26	fixA
Q8ZP26	hspQ
Q8ZP26	hutG
Q8ZMF2	garL
Q8ZPF1	hemL
Q8ZPF1	hldE
Q8ZPF1	actP
Q8ZPF1	argP
Q8ZNU7	apt
Q7CPS9	arnC
H9L453	clpX
H9L453	dut
H9L453	coaA
H9L453	nfo
Q8ZPF8	fbp
Q8ZPF8	feoC
Q8ZPF8	fadJ
Q8ZPF8	dnaJ
Q8ZQI5	galK
Q8ZQI5	dnaT
Q8ZQI5	diaA
Q8ZQI5	ybdK
Q8ZK41	ghrB
Q8ZK41	dxs
Q8ZK41	eno
Q8ZK41	era
Q8ZN05	ftsB
Q8ZN05	ilvD
Q8ZN05	kdsB
Q8ZN05	argH
Q8ZQY7	caiA
Q8ZNP3	aroD
Q8ZNP3	clcA
Q8ZNP3	atpG
Q8ZNP3	ppc
Q8ZQX0	caiB
Q7CQE6	dapE
Q7CQE6	yqfB
Q7CQE6	accA
Q7CQE6	bamA
Q8ZP90	ais
Q8ZP90	aroB
Q8ZP90	cbpA
Q8ZP90	cmoB
Q8ZK42	clpS
Q8ZK42	dapD
Q8ZK42	xseA
Q8ZK42	fabA
Q8ZKM6	grpE
Q8ZPP5	yfbR
Q93GN2	pgl
Q93GM7	apaH
Q8ZQ90	astC
Q8ZQ90	arnA
Q8ZQ90	arnE
Q8ZQ90	aroL
Q8ZM41	cysN
Q8ZR44	crcB
Q7CPC5	frdD
Q7CPC5	folD
Q7CPC5	btuC
Q7CPC5	allB
Q8ZLZ1	astE
Q8ZLZ1	glnE
Q8ZLZ1	glsA
Q8ZLZ1	gpmA
Q8ZQ20	yggX
Q8ZKK5	flgH
Q8ZKK5	fieF
Q8ZKK5	lplT
Q8ZKK5	lgt
H9L450	idi
H9L4B0	hutI
Q8ZPN2	ispE
Q7CR21	kefG
Q8ZRZ8	kup
Q8ZRZ8	maeA
Q8ZRZ8	malT
Q8ZRZ8	miaB
Q7CPA7	cmoA
Q7CPA7	dps
Q7CPA7	fusA
Q7CPA7	cysI
Q8ZQF8	der
Q8ZQF8	iscA
Q8ZQF8	glpB
Q8ZQF8	gppA
Q93GR6	metE
Q8ZN66	menD
Q8ZN66	minC
Q8ZN66	metJ
Q8ZN66	iscR
Q7CPN7	caiD
Q7CPG4	gcvT
Q7CPG4	glpK
Q7CPG4	hisA
Q7CPG4	lpxC
Q8ZRF4	hpcH
Q8ZMS2	nadE
Q8ZMS2	lplA
Q8ZMS2	nfuA
Q8ZMS2	mdtH
Q8ZK34	pgi
Q8ZK34	fucU
Q8ZK34	gcvP
Q8ZK34	gatY
Q8ZQX2	gshA
Q8ZQX2	hisF
Q8ZQX2	hda
Q8ZQX2	menH
Q8ZPY7	kefF
Q8ZPY7	lexA
Q8ZPY7	aat
Q8ZPY7	mukB
Q8ZLV3	mukF
Q8ZLV3	cdd
Q8ZLV3	dgoD
Q8ZLV3	cobQ
Q7CPC3	dnaA
Q7CQ11	dsrB
Q8ZR40	glgX
Q8ZR84	ligA
Q8ZKC0	emtA
Q8ZME4	xseB
Q8ZNE6	fadB
Q8ZNE6	eutC
Q8ZNE6	fdhD
Q8ZNE6	fliT
Q8ZNJ9	nagB
Q8ZRE5	nanK
Q7CQ34	nanR
Q8ZQ49	pfkA
Q8ZQB0	pgk
Q8ZQB0	pepT
Q8ZQB0	nhaP2
Q8ZQB0	nikR
Q8ZL97	nudI
Q8ZL97	cysC
Q8ZL97	deoB
Q8ZL97	dtd
Q7CQG7	epmA
Q93GQ5	guaA
Q93GQ5	fadR
Q93GQ5	hscB
Q93GQ5	hslU
Q8ZQB4	ligB
Q7CPT6	mraZ
Q8ZM18	moaC
Q8ZMD1	nadA
Q8ZQU0	cyaY
Q8ZQI2	cdh
Q8ZQI2	dnaK
Q8ZQI2	dgt
Q8ZQI2	deoD
Q8ZPX0	nei
H9L441	folE
H9L441	ispF
H9L441	adk
H9L441	nagZ
Q8ZK68	nfi
Q8ZK68	mdtC
Q8ZK68	norR
Q8ZK68	norW
H9L446	nepI
Q8ZK77	ndk
Q7CQZ8	yjjX
Q8ZN00	minE
Q8ZN00	mgrB
Q8ZN00	mepA
Q8ZN00	metAS
Q8ZMJ4	metK
Q8ZMJ4	csrA
Q8ZMJ4	frsA
Q8ZMJ4	fsa
Q7CQD3	frdC
Q7CQD3	eco
Q7CQD3	tsf
Q7CQD3	gpsA
Q8ZMZ6	add
Q8ZMZ6	acpP
Q8ZMZ6	argB
Q8ZMZ6	astD
Q8ZPC0	citG
Q7CQH5	cca
Q8ZMQ6	chbG
Q8ZMQ6	glpG
Q8ZMQ6	gpmB
Q8ZMQ6	fabZ
Q8ZQC6	fmt
Q8ZNQ7	gmhA
Q8ZNR4	ispG
Q8ZMB9	iscS
Q7CPL2	ispH
Q7CP72	erpA
Q7CP72	hutU
Q7CP72	msrA
Q7CP72	mtlD
Q8ZKK9	lptE
Q8ZKK9	lipA
Q8ZKK9	fliE
Q8ZKK9	glnD
Q8ZN17	iraD
Q8ZN17	glmU
Q8ZN17	hemH
Q8ZN17	lpxK
Q8ZRL4	lpxA
Q8ZRL4	panB
Q8ZRL4	pcm
Q8ZRL4	lldD
Q8ZNU4	mscL
Q8ZL62	solA
Q8ZLD2	nanT
Q8ZLD2	napA
Q8ZLD2	murQ
Q8ZLD2	nanA
Q7CQQ6	plsY
Q8ZPP8	nuoA
Q8ZNP9	hslV
Q7CPS0	hutH
Q8ZKK2	kdpB
Q8ZKK2	mnmG
Q8ZKK2	murA
Q8ZKK2	murG
Q8ZK95	nrdR
Q8ZMS5	mdoC
Q8ZMS5	purC
Q8ZMS5	hfq
Q8ZMS5	lspA
H9L449	kduI
Q7CQF4	nadD
Q93GM1	matP
Q8ZLZ3	luxS
Q8ZL49	mdtB
Q8ZKA1	menC
Q8ZQG0	nrdI
Q8ZQG0	mgsA
Q8ZQG0	miaA
Q8ZRF9	mnmE
Q93GL5	mug
Q93GL5	obg
Q93GL5	pyrB
Q93GL5	rplC
Q8ZR27	pyrC
Q8ZRC6	cmk
Q8ZRC6	tmk
Q8ZRC6	mtfA
Q8ZRC6	thrL
Q7CQX9	proQ
Q7CQX9	prmA
Q7CQX9	proA
Q7CQX9	pyrF
Q8ZMF3	panC
Q8ZPF7	patA
Q8ZPF7	phnX
Q8ZPF7	pdxB
Q8ZPF7	nudC
Q8ZS02	nsrR
Q8ZS02	mdoG
Q8ZS02	recR
Q8ZS02	hemA
Q7CQT1	htpX
Q7CQT1	hscA
Q7CQT1	ihfA
Q7CQT1	kdpC
Q8ZP40	cbpM
Q8ZMI2	guaC
Q8ZMI2	hcp
Q8ZMI2	hemF
Q8ZMI2	hldD
Q7CQ77	lpxH
Q7CQ77	mtgA
Q7CQ77	nhaB
Q7CQ77	priB
Q8ZPH0	nuoB
Q8ZPH0	hisG
Q8ZPH0	lepA
Q8ZPH0	hisC
Q8ZK45	lolB
Q8ZK45	ihfB
Q8ZK45	ispD
Q8ZK45	kdpA
Q8ZKK3	thrB
Q8ZKK3	msrP
Q8ZKK3	nadK
Q8ZKK3	mutS
Q7CPD1	mutH
Q7CPD1	nusB
Q7CPD1	gatZ
Q7CPD1	mdh
Q7CQF6	mdtK
Q7CQF6	msrQ
Q7CQF6	nuoK
Q7CQF6	rodZ
Q8ZR00	rlmN
Q8ZLZ5	slmA
Q8ZP75	rpoB
Q8ZP75	torD
Q8ZP75	pheS
Q8ZP75	lamB
Q8ZKZ3	rspA
Q8ZK97	kdsA
Q93GQ1	leuA
Q93GQ1	murC
Q93GQ1	pyrE
Q93GQ1	rhmD
Q8ZN07	rplL
Q8ZN07	rnhA
Q8ZN07	rnc
Q8ZN07	mdoD
Q8ZMT3	pxpA
Q8ZMT3	pyrG
Q8ZMT3	rbfA
Q8ZMT3	rplJ
Q8ZR07	rplX
Q7CQA9	rplF
Q8ZRE0	ruvC
Q8ZP03	rsxB
Q7CQ13	rtcA
Q8ZPE0	secB
Q8ZK56	pepE
Q8ZK56	phnW
Q8ZK56	pnp
Q8ZK56	rnb
H9L473	rlmE
Q8ZNK9	purR
Q7CPN1	rhlB
Q7CPN1	rlmH
Q7CPN1	sotB
Q7CPN1	smpB
Q8ZNY8	thiE
Q8ZNY8	trmD
Q8ZNY8	trpB
Q8ZNY8	rplQ
Q7CQT6	rplS
Q8ZM24	rppH
Q8ZM24	xylA
Q8ZM24	pncB
Q8ZM24	rplD
Q8ZN90	tdcC
Q8ZN90	tig
Q8ZN90	speD
Q8ZN90	slyX
Q8ZL34	tolB
Q8ZL34	tusD
Q8ZL34	rpmF
Q8ZL34	rsmA
Q8ZRM3	lysS
Q8ZK27	gltX
Q7CP70	ubiA
Q8ZNW3	mutM
Q8ZMZ7	ghrA
Q8ZMZ7	gcvH
Q8ZMZ7	glmM
Q8ZMZ7	grcA
Q7CQL0	lpxB
Q8ZPP3	rhaS
Q8ZPP3	rimM
Q8ZPP3	rplK
Q8ZPP3	ribH
Q8ZLM9	rplO
Q7CPW0	rplN
Q8ZNW6	rpsF
Q93IS4	rsxC
Q93IS4	ruvA
Q93IS4	dsdA
Q93IS4	serC
Q8ZPA8	smg
Q8ZPA8	sucC
Q8ZPA8	pepQ
Q8ZPA8	queA
Q8ZKJ3	glyQ
Q8ZKJ3	rpsT
Q8ZKJ3	rsxD
Q8ZKJ3	secA
Q8ZMU0	selA
Q8ZMU0	moaA
Q8ZMU0	mutL
Q8ZMU0	murI
Q8ZRG3	pdxH
Q8ZRG3	pyrI
Q8ZRG3	plsB
Q8ZRG3	rpsP
Q7CQI6	rpsB
H9L475	rsxA
Q8ZMQ9	ppnP
Q8ZMQ9	psd
Q8ZMQ9	pth
Q8ZMQ9	argS
Q8ZP93	mraY
Q8ZQG5	pepB
Q8ZQG5	rlmI
Q8ZQG5	sopE
Q8ZQG5	yheU
Q8ZK60	zapA
Q8ZK60	yeaL
Q8ZK60	yfbV
Q8ZK60	yceH
Q7CPA0	yaiI
Q7CPR4	yjjB
Q8ZQ70	ycjF
Q8ZQP5	yqgF
Q8ZLE1	ubiE
Q8ZPN7	ynfA
Q8ZMK8	udk
Q8ZKR9	zapD
Q8ZKR9	rpsI
Q8ZKR9	yaeH
Q8ZKR9	ybeD
Q7CQQ4	yeeX
Q7CQQ4	pyrD
Q7CQQ4	rimP
Q7CQQ4	rplX
Q8ZQ86	hisS
Q8ZQ86	uvrB
Q8ZQ86	pth
Q8ZQ86	rsmB
Q8ZKH8	rsmG
H9L480	selU
Q8ZRS1	secA
Q8ZLL6	aspS
Q93GP4	deoA
Q7CQT9	ydiB
H9L4B4	queF
H9L4B4	prfC
H9L4B4	rpmC
H9L4B4	tdh
Q8ZMN6	tus
Q8ZMN6	rplE
Q8ZMN6	rlmI
Q8ZMN6	rnhA
Q8ZLF1	rodZ
Q8ZLF1	rlmN
Q8ZLF1	rpsJ
Q8ZLF1	speD
Q8ZMI4	sufS
Q8ZKK7	glyQ
Q8ZKK7	purR
Q8ZKK7	rpmJ
Q8ZKK7	rhaT
Q8ZPA4	rpmH
Q8ZPA4	rpmD
Q8ZPA4	speB
Q8ZPA4	speE
Q8ZNL2	smpB
Q8ZNL2	trmA
Q8ZNL2	ulaD
Q8ZNL2	ycaD
Q8ZN44	rplJ
Q8ZN44	cysS
Q8ZN44	tgt
Q8ZN44	pyrI
Q8ZLF9	rplB
Q8ZLF9	frr
Q8ZLF9	rppH
Q8ZLF9	ubiB
Q8ZJX9	xni
Q8ZJX9	ybeY
Q8ZJX9	msrB
Q8ZJX9	rhaD
Q8ZMZ9	rpsF
Q8ZMZ9	ynfC
Q8ZMZ9	rph
Q8ZMZ9	rnpA
Q8ZKK8	rhaM
Q8ZKK8	rplK
Q8ZKK8	rpmE
Q8ZKK8	rpmA
Q7CQ68	uxaC
Q7CQ68	uvrC
Q7CQ68	yceI
Q7CQ68	rhmA
Q8ZL09	recR
Q8ZMK3	rpmI
Q8ZL78	ubiC
Q7CQ48	rihC
Q7CQ48	rsd
Q7CQ48	rsmJ
Q7CQ48	rsmC
Q8ZPY6	rsmH
Q8ZPY6	rsmF
Q8ZPY6	rraA
Q8ZPY6	rpoB
H9L426	speA
Q7CQV2	sfsA
Q8ZNN3	ruvA
Q8ZNN3	sulA
Q8ZNN3	sufE
Q8ZNN3	sstT
Q8ZJZ2	wzyE
Q8ZJZ2	wecF
Q8ZJZ2	thiC
Q8ZJZ2	pepQ
Q8ZKI9	recF
Q8ZKI9	rdgC
Q8ZKI9	rihA
Q8ZKI9	pyrC
Q8ZMN8	rhaA
Q8ZMN8	rnhB
Q8ZMN8	rnfH
Q8ZMN8	dsdA
Q7CPD3	slmA
Q8ZNM9	rpsP
Q93GQ4	rpsD
Q93GQ4	pheS
Q93GQ4	trhO
Q93GQ4	nuoK
Q7CR45	rimK
Q7CQX3	rhmD
H9L434	xylA
Q8ZKD4	ulaE
Q8ZKD4	ung
Q8ZKD4	trpA
Q8ZKD4	rpsU
Q8ZLP8	rplI
Q8ZLP8	queC
Q8ZLP8	rplV
Q8ZLP8	rplR
Q7CPW9	lysS
Q7CPW9	yidE
Q7CPW9	ygfZ
Q7CPW9	rplC
Q8ZL19	rhaR
Q8ZL19	recX
Q8ZL19	rplF
Q8ZL19	rlmL
Q8ZNP7	gltX
Q8ZNP7	leuS
Q8ZNP7	truA
Q8ZNP7	tsgA
Q8ZKU1	yejK
Q8ZKU1	nuoN
Q8ZKU1	ulaG
Q8ZKU1	ybaB
Q8ZPI7	yihI
Q8ZQ67	purM
Q8ZRG1	rplM
Q8ZRG1	rplS
Q8ZRG1	rplT
Q8ZRG1	yacG
Q8ZMG6	yejL
Q8ZL23	yfcN
Q8ZL23	rapZ
Q8ZL23	treF
Q8ZL23	ycgN
Q8ZPT0	rlmF
Q8ZPT0	rlmE
Q8ZPT0	truD
Q8ZPT0	ytjA
Q8ZMG4	ruvC
Q8ZNI8	rsxA
Q8ZNI8	tyrS
Q8ZNI8	trmD
Q8ZNI8	uppP
Q8ZKH3	ubiG
Q7CQH8	yccT
Q7CQH8	yebF
Q7CQH8	ybhG
Q7CQH8	yraN
Q8ZRV5	yhbP
Q8ZRV5	ycgL
Q8ZRV5	ytfE
Q8ZRV5	gpt
Q8ZRA6	yaeP
H9L409	zupT
Q7CPH9	ynfB
Q8ZLL4	yicR
Q8ZMZ4	yjgA
Q8ZMZ4	yegS
Q8ZMZ4	viaA
Q8ZMZ4	zipA
Q8ZR15	yobD
Q8ZQL7	ybjQ
Q8ZQL7	yacL
Q8ZQL7	yciC
Q8ZQL7	yqgE
Q8ZNX4	upp
Q8ZNX4	zapB
Q8ZNX4	rpmE2
Q8ZNX4	selA
Q93GN0	sotB
Q8ZP27	rpsO
Q8ZP27	rpsL
Q8ZP27	thiI
Q8ZP27	yggU
Q8ZKF9	yidC
Q8ZKF9	tsaD
Q8ZKF9	tusB
Q8ZKF9	ycaR
Q93GS9	yafD
Q93GS9	ygfB
Q93GS9	ppnP
Q93GS9	ycdX
Q8ZR34	proS
Q8ZK46	metG
Q8ZK46	yeaH
Q8ZK46	ycfP
Q8ZK46	yaaA
Q8ZNP0	ypfN
Q8ZP97	yjhX
Q8ZMA1	ygiB
Q8ZLM8	rplO
Q7CQY5	rpsN
Q8ZMT2	serS
Q8ZMT2	uxuA
Q8ZMT2	yhaM
Q8ZMT2	yohJ
Q8ZRE8	yoaH
Q93GQ2	trpR
Q93GQ2	ttcA
Q93GQ2	ybjL
Q93GQ2	yqhA
Q7CQ14	zntB
H9L4A4	yajQ
Q8ZP82	yidZ
Q8ZP82	yciB
Q8ZP82	yfeO
Q8ZP82	yfeW
Q7CQ27	yciZ
Q7CQ27	yqfB
Q7CQ27	accA
Q7CQ27	acpS
Q93GL7	pepA
Q8ZRV4	argR
Q8ZRV4	caiA
Q8ZRV4	aroD
Q8ZRV4	asnA
Q8ZJW9	astA
Q4AAZ0	arnT
Q4AAZ0	atpE
Q4AAZ0	atpH
Q4AAZ0	atpA
Q8ZMA7	dcd
Q93GQ3	dapB
Q93GQ3	aroB
Q93GQ3	astB
Q93GQ3	atpD
Q8ZK07	gshA
Q8ZS11	kefG
Q8ZS11	lpxB
Q8ZS11	pckA
Q8ZS11	psiE
Q8ZLW8	aas
Q8ZKF7	pgl
Q8ZRA4	arnA
Q8ZRA4	clpX
Q8ZRA4	aroE
Q8ZRA4	clcA
Q8ZRL7	atpB
Q8ZRL7	cysH
Q8ZRL7	yeiP
Q8ZRL7	hemE
Q8ZNA8	glgX
Q8ZR47	fucU
Q8ZR47	gcvP
Q8ZR47	glpB
Q8ZR47	anmK
Q8XF29	argP
Q8XF29	astC
Q8XF29	astD
Q8XF29	arnB
Q8ZL38	arnF
Q8ZL38	arnD
Q8ZL38	argG
Q8ZL38	clpP
Q8ZL86	cobT
Q8ZQY5	cobQ
Q8ZQY5	cysG
Q8ZQY5	dnaK
Q8ZQY5	deoC
Q8ZLC7	diaA
Q8ZLC7	dlgD
Q8ZLC7	glk
Q8ZLC7	acpH
Q8ZMQ4	aaeX
Q8ZMQ4	allB
Q8ZMQ4	argE
Q8ZMQ4	argB
Q8ZRM0	cedA
Q8ZRM0	asr
Q8ZRM0	atpG
Q8ZRM0	groES
Q8ZMD6	dgoD
Q8ZMD6	fabZ
Q8ZMD6	era
Q8ZMD6	bioF
Q8ZPD8	yfbR
Q7CPT8	aroK
Q8ZQU1	cobS
Q8ZLA9	bioH
Q8ZQT9	cof
Q8ZJY4	csrA
Q8ZQ66	cysI
Q8ZMW2	allA
Q8ZMW2	groEL
Q8ZMW2	hflD
Q8ZMW2	hspQ
Q8ZQ42	hutG
Q8ZNS4	hldD
Q8ZNS4	hldE
Q8ZNS4	actP
Q8ZNS4	apaG
Q7CPV0	clsA
Q8ZKD8	cmoA
Q7CQE1	dtd
Q7CPT7	dut
H9L461	coaA
Q8ZMH4	fusA
Q8ZMH4	eno
Q8ZMH4	dnaA
Q8ZMH4	galK
Q93GR8	dnaT
Q93GR8	ybdK
Q93GR8	ghrB
Q93GR8	glgA
Q8ZR85	eutC
Q8ZNP6	fdhD
Q8ZNP6	flgI
Q8ZNP6	fmt
Q8ZNP6	mutM
Q8ZNU8	fucI
Q8ZNU8	gatY
Q8ZNU8	gcvT
Q8ZNU8	gmhA
Q7CPA8	glnD
Q7CPA8	ilvD
Q7CPA8	kdsB
Q7CPA8	hemH
Q93GQ9	acpP
Q93GQ9	argH
Q93GQ9	cbiD
Q93GQ9	apaH
Q8ZKG8	arnE
Q8ZKG8	aroC
Q8ZKG8	arnC
Q8ZKG8	atpF
Q8ZQC9	clpS
Q8ZQC9	def
Q8ZQC9	ligA
Q8ZQC9	tsf
Q8ZLM4	accD
Q8ZLM4	bioB
Q8ZLM4	aaeA
Q8ZLM4	astE
Q8ZN73	aroA
Q8ZN73	cbpA
Q8ZN73	crl
Q8ZN73	xseA
Q8ZN02	grpE
Q8ZN02	bamA
Q8ZN02	aceK
Q8ZN02	btuC
Q8ZLU9	araB
Q8ZLU9	argO
Q8ZLU9	apt
Q8ZLU9	coaD
Q8ZMC0	aroL
Q8ZN98	cyaY
Q8ZKE5	cysN
Q8ZMU2	caiC
Q8ZMU2	cdd
Q8ZMU2	crcB
Q8ZMU2	cysD
Q7CQR7	xseB
Q93GR4	ghrA
Q93GR4	folE
Q93GR4	gppA
Q93GR4	glmU
Q8ZKH1	btuD
Q8ZKH1	add
Q8ZKH1	cca
Q8ZKH1	glnE
Q7CP83	glsA
Q7CP83	gpmA
Q7CP83	glpE
Q7CP83	hisC
Q7CPI4	idi
Q8ZQV5	adk
Q8ZQV5	kup
Q8ZQV5	mdh
Q8ZQV5	nfuA
Q4AAY6	mgrB
Q4AAY6	metK
Q4AAY6	miaB
Q4AAY6	dps
Q8ZNL9	fis
Q8ZQV8	fieF
Q8ZMS9	frdD
Q8ZMS9	folD
Q8ZMS9	htpX
Q8ZMS9	hutH
Q8ZKI5	metE
Q8ZR67	menD
Q8ZR67	minC
Q8ZR67	metJ
Q8ZR67	iscR
H9L490	mgsA
Q8ZL30	mdtL
Q8ZL30	erpA
Q8ZL30	fadJ
Q8ZL30	ibpB
Q8ZPA7	gatZ
Q8ZPA7	hfq
Q8ZPA7	ispF
Q8ZPA7	iscS
Q8ZQH7	maeA
Q8ZQH7	minE
Q8ZQH7	gcvH
Q8ZQH7	glgC
Q8ZQK0	hslV
Q8ZKD9	ispE
Q8ZQ00	menH
Q8ZQP7	mukB
Q8ZQP7	mukF
Q8ZQP7	caiE
Q8ZQP7	epmA
Q8ZLK9	cutA
Q8ZP77	dctA
Q8ZP77	dapF
Q8ZP77	dxs
Q8ZP77	engB
Q7CPP2	nei
Q8ZLB0	fdhE
Q8ZRK2	murQ
Q7CPY6	pfkA
H9L417	pgk
H9L417	pepT
H9L417	cysC
H9L417	cutC
Q8ZNI3	cmoB
Q8ZNI3	deoB
Q8ZNI3	dapE
Q8ZNI3	dcyD
Q7CPS2	dapD
Q8ZMU8	guaA
Q8ZMU8	yggX
Q8ZMU8	pgi
Q8ZMU8	hscB
Q8ZNT0	mtgA
Q8ZMH7	mscL
Q8ZMH7	msrQ
Q8ZMH7	nadK
Q8ZMH7	nanT
Q8ZNV4	nagB
Q7CPT2	nanK
Q7CPT2	aaeB
Q7CPT2	ais
Q7CPT2	caiT
Q8ZMR3	ppc
Q8ZMR3	dnaJ
Q8ZMR3	deoD
Q8ZMR3	efp
H9L438	nfo
Q8ZLW9	fbp
Q8ZMR1	fliE
Q8ZMR1	lipA
Q8ZMR1	lolA
Q8ZMR1	garL
Q8ZP13	ftsB
Q8ZP13	glmM
Q8ZP13	kdsA
Q8ZP13	kdpC
Q8ZND5	nagZ
Q8ZND5	lplA
Q8ZND5	nfi
Q8ZND5	mdtC
Q8ZPF9	mdtB
Q8ZPF9	norR
Q8ZPF9	norW
Q8ZPF9	ndk
Q8ZN93	yjjX
Q8ZRF3	miaA
Q8ZMH5	metAS
Q8ZMH5	murA
Q8ZMH5	mtfA
Q8ZMH5	frsA
Q8ZQ14	fsa
Q8ZNJ4	frdC
Q8ZNJ4	epd
Q8ZNJ4	dsrB
Q8ZNJ4	fabA
Q8ZPV4	fliT
Q8ZPV4	guaC
Q8ZPV4	araA
Q8ZPV4	chbG
Q8ZMI5	glpG
Q8ZKR6	gpmB
Q7CQU0	feoC
Q8ZMA0	fadI
H9L408	fadR
Q8ZP04	hemF
Q8ZP04	hemA
Q8ZP04	hutU
Q8ZP04	ihfB
Q8ZLA4	leuA
Q7CPH2	mntP
Q8ZQL3	lexA
Q8ZM38	msrA
